ID,EQUIP_ID,CONNECTIVITYNODE_ID
TMP00080345,TMP00039939,-7945528
TMP00080346,TMP00039940,-7945518
TMP00080347,TMP00039941,-7945531
TMP00080348,TMP00039942,-6844697
TMP00080349,TMP00039943,-7945537
TMP00080350,TMP00039944,-6844696
TMP00080351,TMP00039945,-8946811
TMP00080352,TMP00039946,-6789063
TMP00080353,TMP00039947,-6789064
TMP00080354,TMP00039948,-8946344
TMP00080355,TMP00039949,-6782704
TMP00080356,TMP00039950,-7355231
TMP00080357,TMP00039951,-8947655
TMP00080358,TMP00039952,-7945084
TMP00080359,TMP00039953,-7945082
TMP00080360,TMP00039954,-6810385
TMP00080361,TMP00039955,-6733388
TMP00080362,TMP00039956,-8943168
TMP00080363,TMP00039957,-6733385
TMP00080364,TMP00039958,-8942688
TMP00080365,TMP00039959,-7945164
TMP00080366,TMP00039960,-7945174
TMP00080367,TMP00039961,-7945243
TMP00080368,TMP00039962,-7945251
TMP00080369,TMP00039963,-6816562
TMP00080370,TMP00039964,-7945237
TMP00080371,TMP00039965,-7945254
TMP00080372,TMP00039966,-7945256
TMP00080373,TMP00039967,-8942628
TMP00080374,TMP00039968,-7945249
TMP00080375,TMP00039969,-8149671
TMP00080376,TMP00039970,-8149659
TMP00080378,TMP00039972,-6865808
TMP00080379,TMP00039973,-6868913
TMP00080380,TMP00039974,-7944849
TMP00080381,TMP00039975,-7613044
TMP00080382,TMP00039976,-7481819
TMP00080383,TMP00039977,-7883928
TMP00080384,TMP00039978,-7309111
TMP00080385,TMP00039979,-6710397
TMP00080386,TMP00039980,-8140864
TMP00080387,TMP00039988,-7498719
TMP00080388,TMP00039989,-7498666
TMP00080389,TMP00039990,-7498692
TMP00080390,TMP00039991,-7943469
TMP00080391,TMP00039992,-8813077
TMP00080392,TMP00039993,-8813040
TMP00080393,TMP00039994,-7943476
TMP00080394,TMP00039995,-8813066
TMP00080395,TMP00039996,-7943474
TMP00080396,TMP00039997,-7943557
TMP00080398,TMP00040001,-7835210
TMP00080399,TMP00040002,-8136074
TMP00080400,TMP00040003,-7801045
TMP00080401,TMP00040004,-7778700
TMP00080402,TMP00040012,-8132171
TMP00080403,TMP00040013,-8132167
TMP00080404,TMP00040014,-7648502
TMP00080405,TMP00040015,-8132032
TMP00080406,TMP00040016,-8132019
TMP00080407,TMP00040017,-7648519
TMP00080408,TMP00040018,-7648538
TMP00080409,TMP00040019,-8132731
TMP00080410,TMP00040020,-7240141
TMP00080411,TMP00040021,-8132509
TMP00080412,TMP00040022,-8132667
TMP00080413,TMP00040023,-8132684
TMP00080414,TMP00040024,-8132620
TMP00080415,TMP00040025,-8132633
TMP00080416,TMP00040026,-8132661
TMP00080417,TMP00040027,-8132637
TMP00080418,TMP00040028,-8132716
TMP00080419,TMP00040029,-7648584
TMP00080420,TMP00040030,-7648586
TMP00080421,TMP00040031,-7648582
TMP00080422,TMP00040032,-7648609
TMP00080423,TMP00040033,-7648591
TMP00080424,TMP00040034,-7648597
TMP00080425,TMP00040035,-7648607
TMP00080426,TMP00040036,-7648603
TMP00080427,TMP00040037,-7648427
TMP00080428,TMP00040038,-8131831
TMP00080429,TMP00040039,-7613209
TMP00080430,TMP00040040,-7648589
TMP00080431,TMP00040041,-7778774
TMP00080432,TMP00040042,-7498727
TMP00080433,TMP00040043,-7957045
TMP00080434,TMP00040044,-7957043
TMP00080435,TMP00040045,-7957042
TMP00080436,TMP00040046,-7931180
TMP00080437,TMP00040047,-7931168
TMP00080438,TMP00040048,-7931167
TMP00080439,TMP00040049,-7931166
TMP00080440,TMP00040050,-7931155
TMP00080441,TMP00040051,-7931153
TMP00080442,TMP00040052,-7931151
TMP00080443,TMP00040053,-7931149
TMP00080444,TMP00040054,-7931126
TMP00080445,TMP00040055,-7929533
TMP00080446,TMP00040056,-7929531
TMP00080447,TMP00040057,-7929529
TMP00080448,TMP00040058,-7929527
TMP00080449,TMP00040059,-7929514
TMP00080450,TMP00040060,-7929512
TMP00080451,TMP00040061,-7929510
TMP00080452,TMP00040062,-7929508
TMP00080453,TMP00040063,-7605433
TMP00080454,TMP00040064,-7872424
TMP00080455,TMP00040065,-7872422
TMP00080456,TMP00040066,-7872420
TMP00080457,TMP00040067,-7872414
TMP00080458,TMP00040068,-7872404
TMP00080459,TMP00040069,-7872402
TMP00080460,TMP00040070,-7872400
TMP00080461,TMP00040071,-7872398
TMP00080462,TMP00040072,-7865341
TMP00080463,TMP00040073,-7795676
TMP00080464,TMP00040074,-7865332
TMP00080465,TMP00040075,-7865331
TMP00080466,TMP00040076,-7865327
TMP00080467,TMP00040077,-7865325
TMP00080468,TMP00040078,-7865323
TMP00080469,TMP00040079,-7865298
TMP00080470,TMP00040080,-7865282
TMP00080471,TMP00040081,-7865280
TMP00080472,TMP00040082,-7865278
TMP00080473,TMP00040083,-7865276
TMP00080474,TMP00040084,-7865266
TMP00080475,TMP00040085,-7865265
TMP00080476,TMP00040086,-7865253
TMP00080477,TMP00040087,-7865252
TMP00080478,TMP00040088,-7872501
TMP00080479,TMP00040089,-7872499
TMP00080480,TMP00040090,-7872497
TMP00080481,TMP00040091,-7872495
TMP00080482,TMP00040092,-7872481
TMP00080483,TMP00040093,-7872479
TMP00080484,TMP00040094,-7872477
TMP00080485,TMP00040095,-7872471
TMP00080486,TMP00040096,-7846659
TMP00080487,TMP00040097,-7846647
TMP00080488,TMP00040098,-7846645
TMP00080489,TMP00040099,-7846643
TMP00080490,TMP00040100,-7846570
TMP00080491,TMP00040101,-7846567
TMP00080492,TMP00040102,-7846555
TMP00080493,TMP00040103,-7846553
TMP00080494,TMP00040104,-7845876
TMP00080495,TMP00040105,-7843717
TMP00080496,TMP00040106,-7843715
TMP00080497,TMP00040107,-7843713
TMP00080498,TMP00040108,-7843711
TMP00080499,TMP00040109,-7835180
TMP00080500,TMP00040110,-7835177
TMP00080501,TMP00040111,-7835113
TMP00080502,TMP00040112,-7834345
TMP00080503,TMP00040113,-7834342
TMP00080504,TMP00040114,-7834339
TMP00080505,TMP00040115,-7834336
TMP00080506,TMP00040116,-7824408
TMP00080507,TMP00040117,-7824406
TMP00080508,TMP00040118,-7824404
TMP00080509,TMP00040119,-7824402
TMP00080510,TMP00040120,-7804456
TMP00080511,TMP00040121,-7802256
TMP00080512,TMP00040122,-7802254
TMP00080513,TMP00040123,-7802251
TMP00080514,TMP00040124,-7802248
TMP00080515,TMP00040125,-7800978
TMP00080516,TMP00040126,-7800976
TMP00080517,TMP00040127,-7799450
TMP00080518,TMP00040128,-7799448
TMP00080519,TMP00040129,-7799306
TMP00080520,TMP00040130,-7799304
TMP00080521,TMP00040131,-7799302
TMP00080523,TMP00040137,-7797028
TMP00080524,TMP00040138,-7797025
TMP00080525,TMP00040139,-7797021
TMP00080526,TMP00040140,-7797018
TMP00080527,TMP00040141,-7797015
TMP00080528,TMP00040142,-7797012
TMP00080529,TMP00040143,-7792781
TMP00080530,TMP00040144,-7792780
TMP00080531,TMP00040145,-7792779
TMP00080532,TMP00040146,-7792777
TMP00080533,TMP00040147,-7792952
TMP00080534,TMP00040148,-7792951
TMP00080535,TMP00040149,-7792949
TMP00080536,TMP00040150,-7792947
TMP00080537,TMP00040151,-7792943
TMP00080538,TMP00040152,-7792941
TMP00080539,TMP00040153,-7792939
TMP00080540,TMP00040154,-7792937
TMP00080541,TMP00040155,-7792931
TMP00080542,TMP00040156,-7792929
TMP00080543,TMP00040157,-7792927
TMP00080544,TMP00040158,-7792925
TMP00080545,TMP00040159,-7792918
TMP00080546,TMP00040160,-7792916
TMP00080547,TMP00040161,-7792914
TMP00080548,TMP00040162,-7792912
TMP00080549,TMP00040163,-7792900
TMP00080550,TMP00040164,-7792899
TMP00080551,TMP00040165,-7792898
TMP00080552,TMP00040166,-7792897
TMP00080553,TMP00040167,-7792895
TMP00080554,TMP00040168,-7792886
TMP00080555,TMP00040169,-7792884
TMP00080556,TMP00040170,-7792882
TMP00080557,TMP00040171,-7792880
TMP00080558,TMP00040172,-7792875
TMP00080559,TMP00040173,-7792874
TMP00080560,TMP00040174,-7792873
TMP00080561,TMP00040175,-7789913
TMP00080562,TMP00040176,-7789910
TMP00080563,TMP00040177,-7789907
TMP00080564,TMP00040178,-7789904
TMP00080565,TMP00040179,-7784891
TMP00080566,TMP00040180,-7564354
TMP00080567,TMP00040181,-7782197
TMP00080568,TMP00040182,-7782618
TMP00080569,TMP00040183,-7782196
TMP00080570,TMP00040184,-7782614
TMP00080571,TMP00040185,-7782019
TMP00080572,TMP00040186,-7781982
TMP00080573,TMP00040187,-6824334
TMP00080575,TMP00040189,-7660258
TMP00080576,TMP00040190,-7660264
TMP00080577,TMP00040191,-7775579
TMP00080578,TMP00040192,-7775600
TMP00080579,TMP00040193,-7775595
TMP00080584,TMP00040198,-7783515
TMP00080585,TMP00040199,-7783513
TMP00080586,TMP00040200,-7783512
TMP00080587,TMP00040201,-7783506
TMP00080588,TMP00040202,-7783505
TMP00080589,TMP00040203,-7783504
TMP00080590,TMP00040204,-7783331
TMP00080591,TMP00040205,-7764530
TMP00080592,TMP00040206,-7764528
TMP00080593,TMP00040207,-7764526
TMP00080594,TMP00040208,-7764524
TMP00080595,TMP00040209,-7764169
TMP00080596,TMP00040210,-7764165
TMP00080597,TMP00040211,-7764163
TMP00080598,TMP00040212,-7764161
TMP00080599,TMP00040213,-7760943
TMP00080600,TMP00040214,-7760981
TMP00080601,TMP00040215,-7760979
TMP00080602,TMP00040216,-7760977
TMP00080603,TMP00040217,-7760975
TMP00080605,TMP00040219,-7760961
TMP00080606,TMP00040220,-7782296
TMP00080608,TMP00040222,-7778308
TMP00080609,TMP00040223,-7778306
TMP00080610,TMP00040224,-7778302
TMP00080611,TMP00040225,-7778300
TMP00080612,TMP00040226,-7758919
TMP00080613,TMP00040227,-7758917
TMP00080614,TMP00040228,-7758915
TMP00080615,TMP00040229,-7758913
TMP00080616,TMP00040230,-7758899
TMP00080617,TMP00040231,-7758897
TMP00080618,TMP00040232,-7758895
TMP00080619,TMP00040233,-7758893
TMP00080620,TMP00040234,-7758883
TMP00080621,TMP00040235,-7758881
TMP00080622,TMP00040236,-7758879
TMP00080623,TMP00040237,-7758871
TMP00080624,TMP00040238,-7783073
TMP00080625,TMP00040239,-7738014
TMP00080626,TMP00040240,-7738014
TMP00080627,TMP00040241,-7738019
TMP00080628,TMP00040242,-7781147
TMP00080629,TMP00040243,-7781145
TMP00080630,TMP00040244,-7781142
TMP00080631,TMP00040245,-7781139
TMP00080632,TMP00040246,-7726346
TMP00080633,TMP00040247,-7726345
TMP00080634,TMP00040248,-7726344
TMP00080635,TMP00040249,-7726336
TMP00080636,TMP00040250,-7726366
TMP00080637,TMP00040251,-7726364
TMP00080638,TMP00040252,-7726362
TMP00080639,TMP00040253,-7726360
TMP00080640,TMP00040254,-7116820
TMP00080641,TMP00040255,-7717017
TMP00080642,TMP00040256,-7717015
TMP00080643,TMP00040257,-7717013
TMP00080644,TMP00040258,-7717011
TMP00080645,TMP00040259,-7716952
TMP00080646,TMP00040260,-7716950
TMP00080647,TMP00040261,-7716948
TMP00080648,TMP00040262,-7716946
TMP00080649,TMP00040263,-7711259
TMP00080650,TMP00040264,-7711251
TMP00080651,TMP00040265,-7711250
TMP00080652,TMP00040266,-7711249
TMP00080653,TMP00040267,-7707549
TMP00080654,TMP00040268,-7707544
TMP00080655,TMP00040269,-7707540
TMP00080656,TMP00040270,-7707533
TMP00080657,TMP00040271,-7707518
TMP00080658,TMP00040272,-7707516
TMP00080659,TMP00040273,-7707514
TMP00080660,TMP00040274,-7707512
TMP00080661,TMP00040275,-7707231
TMP00080662,TMP00040276,-7707229
TMP00080663,TMP00040277,-7707227
TMP00080664,TMP00040278,-7533888
TMP00080665,TMP00040279,-7707223
TMP00080666,TMP00040280,-7707221
TMP00080667,TMP00040281,-7707219
TMP00080668,TMP00040282,-7707204
TMP00080669,TMP00040283,-7707182
TMP00080670,TMP00040284,-7707180
TMP00080671,TMP00040285,-7707178
TMP00080672,TMP00040286,-7707165
TMP00080673,TMP00040287,-7706432
TMP00080674,TMP00040288,-7706416
TMP00080675,TMP00040289,-7706495
TMP00080676,TMP00040290,-7706492
TMP00080677,TMP00040291,-7706486
TMP00080678,TMP00040292,-7706483
TMP00080679,TMP00040293,-7706480
TMP00080680,TMP00040294,-7706477
TMP00080681,TMP00040295,-7700804
TMP00080682,TMP00040296,-8479733
TMP00080683,TMP00040297,-8479733
TMP00080684,TMP00040298,-8479733
TMP00080685,TMP00040299,-8479733
TMP00080686,TMP00040300,-8479733
TMP00080687,TMP00040301,-8479733
TMP00080688,TMP00040302,-7693439
TMP00080689,TMP00040303,-7693435
TMP00080690,TMP00040304,-7693434
TMP00080691,TMP00040305,-7693432
TMP00080692,TMP00040306,-7692364
TMP00080693,TMP00040307,-7692363
TMP00080694,TMP00040308,-7692361
TMP00080695,TMP00040309,-7692360
TMP00080700,TMP00040314,-7785115
TMP00080701,TMP00040315,-7692211
TMP00080702,TMP00040316,-7692209
TMP00080703,TMP00040317,-7692207
TMP00080704,TMP00040318,-7692202
TMP00080705,TMP00040319,-7692177
TMP00080706,TMP00040320,-7692175
TMP00080707,TMP00040321,-7692173
TMP00080708,TMP00040322,-7692171
TMP00080709,TMP00040323,-7691955
TMP00080710,TMP00040324,-7784987
TMP00080711,TMP00040325,-7784984
TMP00080712,TMP00040326,-7784980
TMP00080713,TMP00040327,-7784975
TMP00080714,TMP00040328,-7691968
TMP00080715,TMP00040329,-7691966
TMP00080716,TMP00040330,-7691962
TMP00080717,TMP00040331,-7691958
TMP00080718,TMP00040332,-7691945
TMP00080719,TMP00040333,-7691943
TMP00080720,TMP00040334,-7691941
TMP00080721,TMP00040335,-7691939
TMP00080722,TMP00040336,-8425028
TMP00080723,TMP00040337,-8425028
TMP00080724,TMP00040338,-8425028
TMP00080725,TMP00040339,-8425028
TMP00080726,TMP00040340,-8425028
TMP00080727,TMP00040341,-8425028
TMP00080728,TMP00040342,-7681729
TMP00080729,TMP00040343,-7681728
TMP00080730,TMP00040344,-7681727
TMP00080731,TMP00040345,-7681726
TMP00080732,TMP00040346,-7681669
TMP00080733,TMP00040347,-7681642
TMP00080734,TMP00040348,-7681640
TMP00080735,TMP00040349,-7681638
TMP00080736,TMP00040350,-7681636
TMP00080737,TMP00040351,-7681620
TMP00080738,TMP00040352,-7681613
TMP00080739,TMP00040353,-7681612
TMP00080740,TMP00040354,-7681611
TMP00080741,TMP00040355,-7681590
TMP00080742,TMP00040356,-7681589
TMP00080743,TMP00040357,-7681588
TMP00080744,TMP00040358,-7681581
TMP00080745,TMP00040359,-7681580
TMP00080746,TMP00040360,-7681578
TMP00080747,TMP00040361,-7681569
TMP00080748,TMP00040362,-7681567
TMP00080749,TMP00040363,-7681565
TMP00080750,TMP00040364,-7681563
TMP00080751,TMP00040365,-7681865
TMP00080753,TMP00040367,-7681856
TMP00080754,TMP00040368,-7681849
TMP00080755,TMP00040369,-7677900
TMP00080756,TMP00040370,-7677898
TMP00080757,TMP00040371,-7677896
TMP00080758,TMP00040373,-7782513
TMP00080759,TMP00040374,-7782512
TMP00080760,TMP00040375,-7782511
TMP00080761,TMP00040376,-7782510
TMP00080762,TMP00040377,-7782509
TMP00080763,TMP00040378,-7782508
TMP00080764,TMP00040379,-7782455
TMP00080765,TMP00040380,-7782455
TMP00080766,TMP00040381,-7782455
TMP00080767,TMP00040382,-7782455
TMP00080768,TMP00040383,-7782455
TMP00080769,TMP00040384,-7782455
TMP00080770,TMP00040385,-7781131
TMP00080771,TMP00040386,-7781125
TMP00080772,TMP00040387,-7781123
TMP00080773,TMP00040388,-7781109
TMP00080774,TMP00040389,-7244658
TMP00080775,TMP00040390,-6799258
TMP00080776,TMP00040391,-7776330
TMP00080777,TMP00040392,-7775745
TMP00080778,TMP00040393,-7775737
TMP00080779,TMP00040398,-7675228
TMP00080780,TMP00040399,-7775658
TMP00080781,TMP00040400,-7775657
TMP00080782,TMP00040401,-7775656
TMP00080783,TMP00040402,-7775655
TMP00080784,TMP00040403,-7795684
TMP00080785,TMP00040404,-7782067
TMP00080786,TMP00040405,-7782060
TMP00080787,TMP00040406,-7795683
TMP00080788,TMP00040407,-7782057
TMP00080789,TMP00040408,-7782055
TMP00080790,TMP00040409,-7782053
TMP00080791,TMP00040410,-7782051
TMP00080792,TMP00040411,-7782045
TMP00080793,TMP00040412,-7782043
TMP00080794,TMP00040413,-7782041
TMP00080795,TMP00040414,-7782039
TMP00080796,TMP00040415,-7661788
TMP00080797,TMP00040416,-7661786
TMP00080798,TMP00040417,-7661782
TMP00080799,TMP00040418,-7661775
TMP00080801,TMP00040420,-7661656
TMP00080802,TMP00040421,-7661654
TMP00080803,TMP00040422,-7661652
TMP00080804,TMP00040423,-7661650
TMP00080805,TMP00040424,-7661566
TMP00080806,TMP00040425,-7661565
TMP00080807,TMP00040426,-7661564
TMP00080808,TMP00040427,-7661563
TMP00080809,TMP00040428,-7661367
TMP00080810,TMP00040429,-7661426
TMP00080811,TMP00040430,-7661425
TMP00080812,TMP00040431,-7661424
TMP00080813,TMP00040432,-7661423
TMP00080814,TMP00040433,-7661417
TMP00080815,TMP00040434,-7661415
TMP00080816,TMP00040435,-7661413
TMP00080817,TMP00040436,-7661409
TMP00080818,TMP00040441,-7661379
TMP00080819,TMP00040442,-7661377
TMP00080820,TMP00040443,-7661375
TMP00080821,TMP00040444,-7661373
TMP00080822,TMP00040445,-7661087
TMP00080823,TMP00040446,-7661085
TMP00080824,TMP00040447,-7661082
TMP00080825,TMP00040448,-7661079
TMP00080826,TMP00040449,-7661075
TMP00080827,TMP00040450,-7661073
TMP00080828,TMP00040451,-7661071
TMP00080829,TMP00040452,-7661069
TMP00080830,TMP00040453,-7660685
TMP00080831,TMP00040454,-7224558
TMP00080832,TMP00040455,-7224555
TMP00080833,TMP00040456,-7660679
TMP00080834,TMP00040457,-7660704
TMP00080835,TMP00040458,-7660702
TMP00080836,TMP00040459,-7660700
TMP00080837,TMP00040460,-7660698
TMP00080838,TMP00040461,-7660658
TMP00080839,TMP00040462,-7660620
TMP00080840,TMP00040463,-7660618
TMP00080841,TMP00040464,-7660616
TMP00080842,TMP00040465,-7660609
TMP00080843,TMP00040466,-7660607
TMP00080844,TMP00040467,-7660605
TMP00080845,TMP00040468,-7660603
TMP00080846,TMP00040469,-7660597
TMP00080847,TMP00040470,-7660595
TMP00080848,TMP00040471,-7660593
TMP00080849,TMP00040472,-7660591
TMP00080850,TMP00040473,-7660425
TMP00080851,TMP00040474,-7660423
TMP00080852,TMP00040475,-7660421
TMP00080853,TMP00040476,-7660419
TMP00080854,TMP00040477,-7660411
TMP00080855,TMP00040478,-7660409
TMP00080856,TMP00040479,-7660407
TMP00080857,TMP00040480,-7660405
TMP00080858,TMP00040481,-7660288
TMP00080859,TMP00040482,-7660285
TMP00080860,TMP00040483,-7660207
TMP00080861,TMP00040484,-7660205
TMP00080862,TMP00040485,-7660203
TMP00080863,TMP00040486,-7660201
TMP00080864,TMP00040487,-7660190
TMP00080865,TMP00040488,-7660188
TMP00080866,TMP00040489,-7660186
TMP00080867,TMP00040490,-7660184
TMP00080868,TMP00040491,-7660137
TMP00080869,TMP00040492,-7660135
TMP00080870,TMP00040493,-7660133
TMP00080871,TMP00040494,-7660127
TMP00080872,TMP00040495,-7660113
TMP00080873,TMP00040496,-7660111
TMP00080874,TMP00040497,-7660109
TMP00080875,TMP00040498,-7660107
TMP00080876,TMP00040499,-7660097
TMP00080877,TMP00040500,-7660095
TMP00080878,TMP00040501,-7660091
TMP00080879,TMP00040502,-7660089
TMP00080880,TMP00040503,-7777236
TMP00080881,TMP00040504,-7777234
TMP00080882,TMP00040505,-7777228
TMP00080883,TMP00040506,-7777226
TMP00080884,TMP00040507,-7777218
TMP00080885,TMP00040508,-7777216
TMP00080886,TMP00040509,-7777214
TMP00080887,TMP00040510,-7777212
TMP00080888,TMP00040511,-7777628
TMP00080889,TMP00040512,-7777626
TMP00080890,TMP00040513,-7777624
TMP00080891,TMP00040514,-7599717
TMP00080892,TMP00040515,-7777466
TMP00080893,TMP00040516,-7777463
TMP00080894,TMP00040517,-7777457
TMP00080895,TMP00040518,-7777454
TMP00080896,TMP00040519,-7777444
TMP00080897,TMP00040520,-7777442
TMP00080898,TMP00040521,-7777440
TMP00080899,TMP00040522,-7777438
TMP00080900,TMP00040523,-7657911
TMP00080901,TMP00040524,-7085767
TMP00080902,TMP00040525,-7657915
TMP00080903,TMP00040526,-7657798
TMP00080904,TMP00040527,-7657837
TMP00080905,TMP00040528,-7657835
TMP00080906,TMP00040529,-7657834
TMP00080907,TMP00040530,-7657833
TMP00080908,TMP00040531,-7193478
TMP00080909,TMP00040532,-7942472
TMP00080910,TMP00040533,-7624916
TMP00080911,TMP00040534,-7624914
TMP00080912,TMP00040535,-7624908
TMP00080913,TMP00040536,-6734456
TMP00080914,TMP00040537,-7624879
TMP00080915,TMP00040538,-6790178
TMP00080916,TMP00040539,-7624690
TMP00080917,TMP00040540,-6816550
TMP00080918,TMP00040541,-7624675
TMP00080919,TMP00040542,-7624673
TMP00080920,TMP00040543,-7513619
TMP00080921,TMP00040544,-7624665
TMP00080922,TMP00040545,-7614249
TMP00080923,TMP00040546,-7614247
TMP00080924,TMP00040547,-7112203
TMP00080925,TMP00040548,-7613462
TMP00080926,TMP00040549,-7613458
TMP00080927,TMP00040550,-7613456
TMP00080928,TMP00040551,-7112199
TMP00080929,TMP00040552,-6782703
TMP00080930,TMP00040553,-7513609
TMP00080931,TMP00040554,-7613226
TMP00080932,TMP00040555,-7613224
TMP00080933,TMP00040556,-7945137
TMP00080934,TMP00040557,-6789069
TMP00080935,TMP00040558,-7612819
TMP00080936,TMP00040559,-7612817
TMP00080937,TMP00040560,-6782672
TMP00080938,TMP00040561,-7945381
TMP00080939,TMP00040562,-7610812
TMP00080940,TMP00040563,-7610792
TMP00080941,TMP00040564,-7609700
TMP00080942,TMP00040565,-7609698
TMP00080943,TMP00040566,-7609695
TMP00080944,TMP00040567,-7609693
TMP00080945,TMP00040568,-7599656
TMP00080946,TMP00040569,-7599654
TMP00080947,TMP00040570,-7599650
TMP00080948,TMP00040571,-7599645
TMP00080949,TMP00040572,-7599630
TMP00080950,TMP00040573,-7590103
TMP00080951,TMP00040574,-7572968
TMP00080952,TMP00040575,-7572968
TMP00080953,TMP00040576,-7572967
TMP00080954,TMP00040577,-7565742
TMP00080955,TMP00040578,-7565740
TMP00080956,TMP00040579,-7565738
TMP00080957,TMP00040580,-7565736
TMP00080958,TMP00040581,-7565734
TMP00080959,TMP00040582,-7565732
TMP00080960,TMP00040583,-7565707
TMP00080961,TMP00040584,-7565706
TMP00080962,TMP00040585,-7565705
TMP00080963,TMP00040586,-7565704
TMP00080964,TMP00040587,-7565703
TMP00080965,TMP00040588,-7565702
TMP00080966,TMP00040589,-7564945
TMP00080967,TMP00040590,-7564941
TMP00080968,TMP00040591,-7564939
TMP00080969,TMP00040592,-7564937
TMP00080970,TMP00040593,-7564935
TMP00080971,TMP00040594,-7564933
TMP00080972,TMP00040595,-7564930
TMP00080973,TMP00040596,-7564927
TMP00080974,TMP00040597,-7564915
TMP00080975,TMP00040598,-7564913
TMP00080976,TMP00040599,-7564911
TMP00080977,TMP00040600,-7564909
TMP00080978,TMP00040601,-7564857
TMP00080979,TMP00040602,-7172099
TMP00080980,TMP00040603,-7564841
TMP00080981,TMP00040604,-7564838
TMP00080982,TMP00040605,-7564836
TMP00080983,TMP00040606,-7564833
TMP00080984,TMP00040607,-7564831
TMP00080985,TMP00040608,-7564829
TMP00080986,TMP00040609,-7564817
TMP00080987,TMP00040610,-6920638
TMP00080988,TMP00040611,-7564810
TMP00080989,TMP00040612,-7564808
TMP00080990,TMP00040613,-6920637
TMP00080991,TMP00040614,-7564806
TMP00080992,TMP00040615,-7564804
TMP00080993,TMP00040616,-6920636
TMP00080994,TMP00040617,-7564794
TMP00080995,TMP00040618,-7564792
TMP00080996,TMP00040619,-7778826
TMP00080997,TMP00040620,-6917167
TMP00080998,TMP00040621,-7564788
TMP00080999,TMP00040622,-7564903
TMP00081000,TMP00040623,-7564901
TMP00081001,TMP00040624,-7564896
TMP00081002,TMP00040625,-7564894
TMP00081003,TMP00040626,-7564892
TMP00081004,TMP00040627,-7564890
TMP00081005,TMP00040628,-7564707
TMP00081006,TMP00040629,-7564704
TMP00081007,TMP00040630,-7564701
TMP00081008,TMP00040631,-7564698
TMP00081009,TMP00040632,-7564695
TMP00081010,TMP00040633,-7564692
TMP00081011,TMP00040634,-7557797
TMP00081012,TMP00040635,-7557794
TMP00081013,TMP00040636,-7557788
TMP00081014,TMP00040637,-7557786
TMP00081015,TMP00040638,-7557352
TMP00081016,TMP00040639,-7557348
TMP00081017,TMP00040640,-7557346
TMP00081018,TMP00040641,-7557343
TMP00081019,TMP00040642,-7557324
TMP00081020,TMP00040643,-7557323
TMP00081021,TMP00040644,-7557321
TMP00081022,TMP00040645,-7557319
TMP00081023,TMP00040646,-7557311
TMP00081024,TMP00040647,-7557309
TMP00081025,TMP00040648,-7557307
TMP00081026,TMP00040649,-7557349
TMP00081027,TMP00040650,-7244633
TMP00081028,TMP00040651,-7244634
TMP00081029,TMP00040652,-7553982
TMP00081030,TMP00040653,-7553980
TMP00081032,TMP00040655,-7507177
TMP00081033,TMP00040656,-7278629
TMP00081034,TMP00040657,-7542418
TMP00081035,TMP00040658,-7540410
TMP00081036,TMP00040659,-7540409
TMP00081037,TMP00040660,-7540406
TMP00081038,TMP00040661,-7540404
TMP00081039,TMP00040662,-7540402
TMP00081040,TMP00040663,-7540400
TMP00081041,TMP00040664,-7539926
TMP00081042,TMP00040665,-7539747
TMP00081043,TMP00040666,-7539745
TMP00081044,TMP00040667,-7539742
TMP00081045,TMP00040668,-7539739
TMP00081046,TMP00040669,-7539737
TMP00081047,TMP00040670,-7539731
TMP00081048,TMP00040671,-7539482
TMP00081049,TMP00040672,-7539480
TMP00081050,TMP00040673,-7539478
TMP00081051,TMP00040674,-7539476
TMP00081052,TMP00040675,-7539465
TMP00081053,TMP00040676,-7539463
TMP00081054,TMP00040677,-7539456
TMP00081055,TMP00040678,-7539454
TMP00081056,TMP00040679,-6816727
TMP00081057,TMP00040680,-7795679
TMP00081058,TMP00040681,-7539450
TMP00081059,TMP00040682,-7539448
TMP00081060,TMP00040683,-7539439
TMP00081061,TMP00040684,-7539437
TMP00081062,TMP00040685,-7539435
TMP00081063,TMP00040686,-7539433
TMP00081064,TMP00040687,-7535832
TMP00081065,TMP00040688,-7535829
TMP00081066,TMP00040689,-7535826
TMP00081067,TMP00040690,-7535824
TMP00081068,TMP00040691,-7535822
TMP00081069,TMP00040692,-7535820
TMP00081070,TMP00040693,-7535790
TMP00081071,TMP00040694,-7535787
TMP00081072,TMP00040695,-7535784
TMP00081073,TMP00040696,-7535781
TMP00081074,TMP00040697,-7535778
TMP00081075,TMP00040698,-7535775
TMP00081076,TMP00040699,-7535755
TMP00081077,TMP00040700,-7535380
TMP00081078,TMP00040701,-7535378
TMP00081079,TMP00040702,-7535372
TMP00081080,TMP00040703,-7535369
TMP00081081,TMP00040704,-7535366
TMP00081082,TMP00040705,-7535363
TMP00081083,TMP00040706,-7533885
TMP00081084,TMP00040707,-7533870
TMP00081085,TMP00040708,-7533869
TMP00081086,TMP00040709,-7533867
TMP00081087,TMP00040710,-7533866
TMP00081088,TMP00040711,-7533827
TMP00081089,TMP00040712,-7532113
TMP00081090,TMP00040713,-7532107
TMP00081091,TMP00040714,-7532106
TMP00081092,TMP00040715,-7532105
TMP00081093,TMP00040716,-7532104
TMP00081094,TMP00040717,-7532103
TMP00081095,TMP00040718,-7532087
TMP00081096,TMP00040719,-7532085
