ID,EQUIP_ID,CONNECTIVITYNODE_ID
TMP00059348,TMP00010444,-7532093
TMP00059349,TMP00010445,-7532091
TMP00059350,TMP00010446,-7532089
TMP00059351,TMP00010447,-7531198
TMP00059352,TMP00010448,-7531197
TMP00059353,TMP00010449,-7531191
TMP00059354,TMP00010450,-7531194
TMP00059355,TMP00010451,-7531203
TMP00059356,TMP00010452,-7531201
TMP00059357,TMP00010453,-7531199
TMP00059358,TMP00010454,-7530535
TMP00059359,TMP00010455,-7530533
TMP00059360,TMP00010456,-7530527
TMP00059361,TMP00010457,-7530523
TMP00059362,TMP00010458,-7530525
TMP00059363,TMP00010459,-7530528
TMP00059364,TMP00010460,-7530529
TMP00059365,TMP00010461,-7530509
TMP00059366,TMP00010462,-7530507
TMP00059367,TMP00010463,-7530501
TMP00059368,TMP00010464,-7530490
TMP00059369,TMP00010465,-7530477
TMP00059370,TMP00010466,-7530496
TMP00059371,TMP00010467,-7530492
TMP00059372,TMP00010468,-7530483
TMP00059373,TMP00010469,-7530488
TMP00059374,TMP00010470,-7530478
TMP00059375,TMP00010471,-7529406
TMP00059376,TMP00010472,-7529403
TMP00059377,TMP00010473,-7529429
TMP00059378,TMP00010474,-7529429
TMP00059379,TMP00010475,-7529429
TMP00059380,TMP00010476,-7529429
TMP00059381,TMP00010477,-7529429
TMP00059382,TMP00010478,-7529429
TMP00059383,TMP00010479,-7529429
TMP00059384,TMP00010480,-7529388
TMP00059385,TMP00010481,-7529384
TMP00059386,TMP00010482,-7529355
TMP00059387,TMP00010483,-7529162
TMP00059388,TMP00010484,-7529161
TMP00059389,TMP00010485,-7529154
TMP00059390,TMP00010486,-7529158
TMP00059391,TMP00010487,-7529156
TMP00059392,TMP00010488,-7529152
TMP00059393,TMP00010489,-7529145
TMP00059394,TMP00010490,-7525388
TMP00059395,TMP00010491,-7524837
TMP00059396,TMP00010492,-7521130
TMP00059397,TMP00010493,-7521140
TMP00059398,TMP00010494,-7520383
TMP00059399,TMP00010495,-7520181
TMP00059400,TMP00010496,-7520174
TMP00059401,TMP00010497,-7520172
TMP00059402,TMP00010498,-7520170
TMP00059403,TMP00010499,-7520168
TMP00059404,TMP00010500,-7520166
TMP00059405,TMP00010501,-7520164
TMP00059406,TMP00010502,-7520162
TMP00059407,TMP00010503,-7520160
TMP00059408,TMP00010504,-7520158
TMP00059409,TMP00010505,-7520156
TMP00059410,TMP00010506,-7520154
TMP00059411,TMP00010507,-7520152
TMP00059412,TMP00010508,-7520150
TMP00059413,TMP00010509,-7520148
TMP00059414,TMP00010510,-7520146
TMP00059415,TMP00010511,-7520166
TMP00059416,TMP00010512,-7520143
TMP00059417,TMP00010513,-7520141
TMP00059418,TMP00010514,-7520139
TMP00059419,TMP00010515,-7520137
TMP00059420,TMP00010516,-7520135
TMP00059421,TMP00010517,-7520133
TMP00059422,TMP00010518,-7520131
TMP00059423,TMP00010519,-7520091
TMP00059424,TMP00010520,-7520090
TMP00059425,TMP00010521,-7520124
TMP00059426,TMP00010522,-7520124
TMP00059427,TMP00010523,-7520121
TMP00059428,TMP00010524,-7520119
TMP00059429,TMP00010525,-7520117
TMP00059430,TMP00010526,-7520115
TMP00059431,TMP00010527,-7520113
TMP00059432,TMP00010528,-7520089
TMP00059433,TMP00010529,-7520088
TMP00059434,TMP00010530,-7520107
TMP00059435,TMP00010531,-7520105
TMP00059436,TMP00010532,-7520105
TMP00059437,TMP00010533,-7520102
TMP00059438,TMP00010534,-7520100
TMP00059439,TMP00010535,-7520094
TMP00059440,TMP00010536,-7519920
TMP00059441,TMP00010537,-7519919
TMP00059442,TMP00010538,-7519919
TMP00059443,TMP00010539,-7519915
TMP00059444,TMP00010540,-7519915
TMP00059445,TMP00010541,-7519911
TMP00059446,TMP00010542,-7519911
TMP00059447,TMP00010543,-7519911
TMP00059448,TMP00010544,-7519911
TMP00059449,TMP00010545,-7519911
TMP00059450,TMP00010546,-7519911
TMP00059451,TMP00010547,-7519904
TMP00059452,TMP00010548,-7519904
TMP00059453,TMP00010549,-7519900
TMP00059454,TMP00010550,-7519900
TMP00059455,TMP00010551,-7519827
TMP00059457,TMP00010553,-7519825
TMP00059458,TMP00010554,-7519821
TMP00059459,TMP00010555,-7517600
TMP00059460,TMP00010556,-7517592
TMP00059461,TMP00010557,-7517589
TMP00059462,TMP00010558,-7517588
TMP00059463,TMP00010559,-7517597
TMP00059464,TMP00010560,-7517594
TMP00059465,TMP00010561,-7517554
TMP00059466,TMP00010562,-7517554
TMP00059467,TMP00010563,-7517554
TMP00059468,TMP00010564,-7515561
TMP00059469,TMP00010565,-7515555
TMP00059470,TMP00010566,-7515553
TMP00059471,TMP00010567,-7515551
TMP00059472,TMP00010568,-7515549
TMP00059473,TMP00010569,-7515547
TMP00059474,TMP00010570,-7515545
TMP00059475,TMP00010571,-7515549
TMP00059476,TMP00010572,-7515542
TMP00059477,TMP00010573,-7515541
TMP00059478,TMP00010574,-7515491
TMP00059479,TMP00010575,-7515478
TMP00059480,TMP00010576,-7515481
TMP00059481,TMP00010577,-7515477
TMP00059482,TMP00010578,-7515476
TMP00059487,TMP00010583,-7515474
TMP00059488,TMP00010584,-7515472
TMP00059489,TMP00010585,-7515464
TMP00059490,TMP00010586,-7515455
TMP00059491,TMP00010587,-7515455
TMP00059492,TMP00010588,-7515455
TMP00059493,TMP00010589,-7514276
TMP00059494,TMP00010590,-7513621
TMP00059495,TMP00010591,-7513681
TMP00059496,TMP00010592,-7513681
TMP00059497,TMP00010593,-7513677
TMP00059498,TMP00010594,-7513677
TMP00059499,TMP00010595,-7513673
TMP00059500,TMP00010596,-7513673
TMP00059501,TMP00010597,-7513670
TMP00059502,TMP00010598,-7513669
TMP00059503,TMP00010599,-7513668
TMP00059504,TMP00010600,-7513667
TMP00059505,TMP00010601,-7513666
TMP00059506,TMP00010602,-7513666
TMP00059507,TMP00010603,-7513663
TMP00059508,TMP00010604,-7513663
TMP00059509,TMP00010605,-7513660
TMP00059510,TMP00010606,-7513660
TMP00059511,TMP00010607,-7507195
TMP00059512,TMP00010608,-7507193
TMP00059513,TMP00010609,-7507195
TMP00059514,TMP00010610,-7507190
TMP00059515,TMP00010611,-7507188
TMP00059516,TMP00010612,-7507186
TMP00059517,TMP00010613,-7507184
TMP00059518,TMP00010614,-7507180
TMP00059519,TMP00010615,-7506839
TMP00059520,TMP00010616,-7506839
TMP00059521,TMP00010617,-7506839
TMP00059522,TMP00010618,-7506839
TMP00059523,TMP00010619,-7506839
TMP00059524,TMP00010620,-7506839
TMP00059525,TMP00010621,-7506843
TMP00059526,TMP00010622,-7506843
TMP00059527,TMP00010623,-7506843
TMP00059528,TMP00010624,-7506843
TMP00059529,TMP00010625,-7506843
TMP00059530,TMP00010626,-7506843
TMP00059531,TMP00010627,-7506843
TMP00059532,TMP00010628,-7506839
TMP00059533,TMP00010629,-7505172
TMP00059534,TMP00010630,-7505168
TMP00059535,TMP00010631,-7505166
TMP00059536,TMP00010632,-7505164
TMP00059537,TMP00010633,-7505162
TMP00059538,TMP00010634,-7505160
TMP00059539,TMP00010635,-7505159
TMP00059540,TMP00010636,-7501664
TMP00059541,TMP00010637,-7501658
TMP00059542,TMP00010638,-7501661
TMP00059543,TMP00010639,-7501657
TMP00059544,TMP00010640,-7501644
TMP00059545,TMP00010641,-7501639
TMP00059546,TMP00010642,-7501636
TMP00059547,TMP00010643,-7501642
TMP00059548,TMP00010644,-7501633
TMP00059549,TMP00010645,-7501633
TMP00059550,TMP00010646,-7501633
TMP00059551,TMP00010647,-7501633
TMP00059552,TMP00010648,-7501606
TMP00059553,TMP00010649,-7501605
TMP00059554,TMP00010650,-7501604
TMP00059555,TMP00010651,-7501603
TMP00059556,TMP00010652,-7501595
TMP00059557,TMP00010653,-7501594
TMP00059558,TMP00010654,-7501590
TMP00059559,TMP00010655,-7501593
TMP00059560,TMP00010656,-7501551
TMP00059561,TMP00010657,-7501557
TMP00059562,TMP00010658,-7501554
TMP00059563,TMP00010659,-7501548
TMP00059564,TMP00010660,-7501656
TMP00059565,TMP00010661,-7501656
TMP00059566,TMP00010662,-7501656
TMP00059567,TMP00010663,-7501633
TMP00059568,TMP00010664,-7501633
TMP00059569,TMP00010665,-7501633
TMP00059570,TMP00010666,-7501613
TMP00059571,TMP00010667,-7501613
TMP00059572,TMP00010668,-7501613
TMP00059573,TMP00010669,-7501601
TMP00059574,TMP00010670,-7501600
TMP00059575,TMP00010671,-7501600
TMP00059576,TMP00010672,-7501586
TMP00059577,TMP00010673,-7501581
TMP00059578,TMP00010674,-7501576
TMP00059579,TMP00010675,-7501574
TMP00059580,TMP00010676,-7501563
TMP00059581,TMP00010677,-7501560
TMP00059582,TMP00010678,-7501547
TMP00059583,TMP00010679,-7501547
TMP00059584,TMP00010680,-7501547
TMP00059585,TMP00010681,-7498776
TMP00059586,TMP00010682,-7498776
TMP00059587,TMP00010683,-7498776
TMP00059588,TMP00010684,-7498776
TMP00059589,TMP00010685,-7498776
TMP00059590,TMP00010686,-7498776
TMP00059591,TMP00010687,-7498754
TMP00059592,TMP00010688,-7498752
TMP00059593,TMP00010689,-7498750
TMP00059594,TMP00010690,-7498748
TMP00059595,TMP00010691,-7498746
TMP00059596,TMP00010692,-7498744
TMP00059597,TMP00010693,-7498776
TMP00059598,TMP00010694,-7498743
TMP00059599,TMP00010695,-7498734
TMP00059600,TMP00010696,-7498722
TMP00059601,TMP00010697,-7498648
TMP00059602,TMP00010698,-7498490
TMP00059603,TMP00010699,-7498488
TMP00059604,TMP00010700,-7498487
TMP00059605,TMP00010701,-7498487
TMP00059606,TMP00010702,-7498487
TMP00059607,TMP00010703,-7498487
TMP00059608,TMP00010704,-7498487
TMP00059609,TMP00010705,-7777066
TMP00059610,TMP00010706,-7498306
TMP00059611,TMP00010707,-7498304
TMP00059612,TMP00010708,-7498302
TMP00059613,TMP00010709,-7498292
TMP00059614,TMP00010710,-7498283
TMP00059615,TMP00010711,-7498279
TMP00059616,TMP00010712,-7498281
TMP00059617,TMP00010713,-7498277
TMP00059618,TMP00010714,-7498300
TMP00059619,TMP00010715,-7498298
TMP00059620,TMP00010716,-7498296
TMP00059621,TMP00010717,-7498288
TMP00059622,TMP00010718,-7498286
TMP00059623,TMP00010719,-7498284
TMP00059624,TMP00010720,-7500632
TMP00059625,TMP00010721,-7500623
TMP00059626,TMP00010722,-7500629
TMP00059627,TMP00010723,-7500626
TMP00059628,TMP00010724,-7500618
TMP00059629,TMP00010725,-7500616
TMP00059630,TMP00010726,-7500614
TMP00059631,TMP00010727,-7492564
TMP00059632,TMP00010728,-7492548
TMP00059633,TMP00010729,-7492546
TMP00059634,TMP00010730,-7492552
TMP00059635,TMP00010731,-7492558
TMP00059636,TMP00010732,-7492561
TMP00059637,TMP00010733,-7492555
TMP00059638,TMP00010734,-7492539
TMP00059639,TMP00010735,-7490548
TMP00059640,TMP00010736,-7489362
TMP00059641,TMP00010737,-7489362
TMP00059642,TMP00010738,-7489362
TMP00059643,TMP00010739,-7489362
TMP00059644,TMP00010740,-7513785
TMP00059645,TMP00010741,-7513788
TMP00059646,TMP00010742,-7513781
TMP00059647,TMP00010743,-7513790
TMP00059648,TMP00010744,-7782552
TMP00059649,TMP00010745,-7513791
TMP00059650,TMP00010746,-7513782
TMP00059651,TMP00010747,-7688982
TMP00059652,TMP00010748,-7688980
TMP00059653,TMP00010749,-7688978
TMP00059654,TMP00010750,-8506996
TMP00059655,TMP00010751,-7688975
TMP00059656,TMP00010752,-7485857
TMP00059657,TMP00010753,-7485851
TMP00059658,TMP00010754,-7485730
TMP00059659,TMP00010755,-7485727
TMP00059660,TMP00010756,-7129756
TMP00059661,TMP00010757,-7485318
TMP00059662,TMP00010758,-7485316
TMP00059663,TMP00010759,-7482472
TMP00059664,TMP00010760,-7482481
TMP00059665,TMP00010761,-7482469
TMP00059666,TMP00010762,-7476077
TMP00059667,TMP00010763,-7473468
TMP00059668,TMP00010764,-7473461
TMP00059669,TMP00010765,-7795655
TMP00059670,TMP00010766,-8225682
TMP00059671,TMP00010767,-7795653
TMP00059672,TMP00010768,-7539466
TMP00059673,TMP00010769,-7539464
TMP00059674,TMP00010770,-7539460
TMP00059675,TMP00010771,-7539460
TMP00059676,TMP00010772,-7539460
TMP00059677,TMP00010773,-7539460
TMP00059678,TMP00010774,-7539460
TMP00059679,TMP00010775,-7539460
TMP00059680,TMP00010776,-7539438
TMP00059681,TMP00010777,-7539434
TMP00059682,TMP00010778,-7539440
TMP00059683,TMP00010779,-7539436
TMP00059684,TMP00010780,-7492610
TMP00059685,TMP00010781,-7492612
TMP00059686,TMP00010782,-7492616
TMP00059687,TMP00010783,-7492618
TMP00059688,TMP00010784,-7492614
TMP00059689,TMP00010785,-7492608
TMP00059690,TMP00010786,-7471047
TMP00059691,TMP00010787,-7471043
TMP00059692,TMP00010788,-7471041
TMP00059693,TMP00010789,-7471049
TMP00059694,TMP00010790,-7471038
TMP00059695,TMP00010791,-7471036
TMP00059696,TMP00010792,-7471019
TMP00059697,TMP00010793,-7471022
TMP00059698,TMP00010794,-7471024
TMP00059699,TMP00010795,-7471025
TMP00059700,TMP00010796,-7471014
TMP00059701,TMP00010797,-7471012
TMP00059702,TMP00010798,-8225651
TMP00059703,TMP00010799,-8225651
TMP00059704,TMP00010800,-7795673
TMP00059705,TMP00010801,-7795680
TMP00059706,TMP00010802,-8225644
TMP00059707,TMP00010803,-7795674
TMP00059708,TMP00010804,-8225644
TMP00059709,TMP00010805,-8225644
TMP00059710,TMP00010806,-8225644
TMP00059711,TMP00010807,-7795686
TMP00059712,TMP00010808,-7681954
TMP00059713,TMP00010809,-7681952
TMP00059714,TMP00010810,-7681950
TMP00059715,TMP00010811,-7681948
TMP00059716,TMP00010812,-7681921
TMP00059717,TMP00010813,-7681919
TMP00059718,TMP00010814,-7681917
TMP00059719,TMP00010815,-7681915
TMP00059720,TMP00010816,-7539460
TMP00059721,TMP00010817,-7539428
TMP00059722,TMP00010818,-7492619
TMP00059723,TMP00010819,-7471035
TMP00059724,TMP00010820,-7471011
TMP00059725,TMP00010821,-7469562
TMP00059726,TMP00010822,-7469558
TMP00059727,TMP00010823,-7469556
TMP00059728,TMP00010824,-7469551
TMP00059729,TMP00010825,-7469549
TMP00059730,TMP00010826,-7469291
TMP00059731,TMP00010827,-7792786
TMP00059732,TMP00010828,-7792784
TMP00059733,TMP00010829,-7792782
TMP00059734,TMP00010830,-7792778
TMP00059735,TMP00010831,-7792769
TMP00059736,TMP00010832,-7792769
TMP00059737,TMP00010833,-7456202
TMP00059738,TMP00010834,-7456202
TMP00059739,TMP00010835,-7456202
TMP00059740,TMP00010836,-7456202
TMP00059741,TMP00010837,-7456202
TMP00059742,TMP00010838,-7456202
TMP00059743,TMP00010839,-7456202
TMP00059744,TMP00010840,-7455659
TMP00059745,TMP00010841,-7455656
TMP00059746,TMP00010842,-8202127
TMP00059747,TMP00010843,-8202127
TMP00059748,TMP00010844,-8202127
TMP00059749,TMP00010845,-8202127
TMP00059750,TMP00010846,-8202127
TMP00059751,TMP00010847,-8202127
TMP00059752,TMP00010848,-8202127
TMP00059753,TMP00010849,-8202125
TMP00059754,TMP00010850,-8202125
TMP00059755,TMP00010851,-8202125
TMP00059756,TMP00010852,-8202125
TMP00059757,TMP00010853,-8202125
TMP00059758,TMP00010854,-8202125
TMP00059759,TMP00010855,-8202125
TMP00059760,TMP00010856,-8202128
TMP00059761,TMP00010857,-8202128
TMP00059762,TMP00010858,-8202128
TMP00059763,TMP00010859,-8202128
TMP00059764,TMP00010860,-8202128
TMP00059765,TMP00010861,-8202128
TMP00059766,TMP00010862,-8202128
TMP00059767,TMP00010863,-8202126
TMP00059768,TMP00010864,-8202126
TMP00059769,TMP00010865,-8202126
TMP00059770,TMP00010866,-8202126
TMP00059771,TMP00010867,-8202126
TMP00059772,TMP00010868,-8202126
TMP00059773,TMP00010869,-8202126
TMP00059774,TMP00010870,-8425319
TMP00059775,TMP00010871,-8425319
TMP00059776,TMP00010872,-8425319
TMP00059777,TMP00010873,-8425319
TMP00059778,TMP00010874,-8425319
TMP00059779,TMP00010875,-8425319
TMP00059780,TMP00010876,-7449489
TMP00059781,TMP00010877,-7449485
TMP00059782,TMP00010878,-7449483
TMP00059783,TMP00010879,-7449481
TMP00059784,TMP00010880,-7448393
TMP00059785,TMP00010881,-7448391
TMP00059786,TMP00010882,-7448393
TMP00059787,TMP00010883,-7448391
TMP00059788,TMP00010884,-7448393
TMP00059789,TMP00010885,-7448393
TMP00059790,TMP00010886,-7448391
TMP00059791,TMP00010887,-7448327
TMP00059792,TMP00010888,-7448327
TMP00059793,TMP00010889,-7448327
TMP00059794,TMP00010890,-7448327
TMP00059795,TMP00010891,-7448327
TMP00059796,TMP00010892,-7448327
TMP00059797,TMP00010893,-7448327
TMP00059798,TMP00010894,-7438836
TMP00059799,TMP00010895,-7437068
TMP00059800,TMP00010896,-7437066
TMP00059801,TMP00010897,-7437064
TMP00059802,TMP00010898,-7437062
TMP00059803,TMP00010899,-7435928
TMP00059804,TMP00010900,-7435932
TMP00059805,TMP00010901,-7435930
TMP00059806,TMP00010902,-7435926
TMP00059807,TMP00010903,-7435908
TMP00059808,TMP00010904,-7435912
TMP00059809,TMP00010905,-7435910
TMP00059810,TMP00010906,-7435914
TMP00059811,TMP00010907,-7435937
TMP00059812,TMP00010908,-7435935
TMP00059813,TMP00010909,-7435933
TMP00059814,TMP00010910,-7435919
TMP00059815,TMP00010911,-7435917
TMP00059816,TMP00010912,-7435915
TMP00059817,TMP00010913,-7434051
TMP00059818,TMP00010914,-7434049
TMP00059819,TMP00010915,-7434045
TMP00059820,TMP00010916,-7434047
TMP00059821,TMP00010917,-7434028
TMP00059822,TMP00010918,-7434033
TMP00059823,TMP00010919,-7434025
TMP00059824,TMP00010920,-7434031
TMP00059825,TMP00010921,-7434014
TMP00059826,TMP00010922,-7434012
TMP00059827,TMP00010923,-7434007
TMP00059828,TMP00010924,-7434009
TMP00059829,TMP00010925,-7434038
TMP00059830,TMP00010926,-7434036
TMP00059831,TMP00010927,-7434034
TMP00059832,TMP00010928,-7434018
TMP00059833,TMP00010929,-7434003
TMP00059834,TMP00010930,-7434001
TMP00059835,TMP00010931,-7433999
TMP00059836,TMP00010932,-7432277
TMP00059837,TMP00010933,-7428645
TMP00059838,TMP00010934,-7428642
TMP00059839,TMP00010935,-7428641
TMP00059840,TMP00010936,-7428644
TMP00059841,TMP00010937,-7428641
TMP00059842,TMP00010938,-7428644
TMP00059843,TMP00010939,-7428644
TMP00059844,TMP00010940,-7428641
TMP00059845,TMP00010941,-7428408
TMP00059846,TMP00010942,-7428376
TMP00059847,TMP00010943,-7424351
TMP00059848,TMP00010944,-7834338
TMP00059849,TMP00010945,-7834341
TMP00059850,TMP00010946,-7834344
TMP00059851,TMP00010947,-7834347
TMP00059852,TMP00010948,-8428102
TMP00059853,TMP00010949,-8428102
TMP00059854,TMP00010950,-7417792
TMP00059855,TMP00010951,-7417786
TMP00059856,TMP00010952,-7417788
TMP00059857,TMP00010953,-7417790
TMP00059858,TMP00010954,-7417778
TMP00059859,TMP00010955,-7417780
TMP00059860,TMP00010956,-7417772
TMP00059861,TMP00010957,-7417776
TMP00059862,TMP00010958,-7417774
TMP00059863,TMP00010959,-7417764
TMP00059864,TMP00010960,-7417762
TMP00059865,TMP00010961,-7417761
TMP00059866,TMP00010962,-7417798
TMP00059867,TMP00010963,-7417796
TMP00059868,TMP00010964,-7417793
TMP00059869,TMP00010965,-7417756
TMP00059870,TMP00010966,-7416499
TMP00059871,TMP00010967,-7416499
TMP00059872,TMP00010968,-7416499
TMP00059873,TMP00010969,-7416499
TMP00059874,TMP00010970,-7416499
TMP00059875,TMP00010971,-7416499
TMP00059876,TMP00010972,-7416501
TMP00059877,TMP00010973,-7413618
TMP00059878,TMP00010974,-7402800
TMP00059879,TMP00010975,-7402803
TMP00059880,TMP00010976,-7402795
TMP00059881,TMP00010977,-7402791
TMP00059882,TMP00010978,-7402777
TMP00059883,TMP00010979,-7402777
TMP00059884,TMP00010980,-7402777
TMP00059885,TMP00010981,-7402777
TMP00059886,TMP00010982,-7402777
TMP00059887,TMP00010983,-7402777
TMP00059888,TMP00010984,-7402793
TMP00059889,TMP00010985,-7402789
TMP00059890,TMP00010986,-7402785
TMP00059891,TMP00010987,-7402777
TMP00059892,TMP00010988,-7402744
TMP00059893,TMP00010989,-7402740
TMP00059894,TMP00010990,-7402742
TMP00059895,TMP00010991,-7402746
TMP00059896,TMP00010992,-7402733
TMP00059897,TMP00010993,-7402731
TMP00059898,TMP00010994,-7402747
TMP00059899,TMP00010995,-7402671
TMP00059900,TMP00010996,-7402668
TMP00059901,TMP00010997,-7402665
TMP00059902,TMP00010998,-7402674
TMP00059903,TMP00010999,-7402677
TMP00059904,TMP00011000,-7402680
TMP00059905,TMP00011001,-7402662
TMP00059906,TMP00011002,-7402661
TMP00059907,TMP00011003,-7402660
TMP00059908,TMP00011004,-7402657
TMP00059909,TMP00011005,-7402654
TMP00059910,TMP00011006,-7402653
TMP00059911,TMP00011007,-7402629
TMP00059912,TMP00011008,-7402638
TMP00059913,TMP00011009,-7402626
TMP00059914,TMP00011010,-7402641
TMP00059915,TMP00011011,-7402635
TMP00059916,TMP00011012,-7402632
TMP00059917,TMP00011013,-7402602
TMP00059918,TMP00011014,-7402596
TMP00059919,TMP00011015,-7402599
TMP00059920,TMP00011016,-7402608
TMP00059921,TMP00011017,-7402611
TMP00059922,TMP00011018,-7402605
TMP00059923,TMP00011019,-7402681
TMP00059924,TMP00011020,-7402658
TMP00059925,TMP00011021,-7402642
TMP00059926,TMP00011022,-7402622
TMP00059927,TMP00011023,-7402620
TMP00059928,TMP00011024,-7402617
TMP00059929,TMP00011025,-7402615
TMP00059930,TMP00011026,-7402612
TMP00059931,TMP00011027,-7402507
TMP00059932,TMP00011028,-7402507
TMP00059933,TMP00011029,-7402507
TMP00059934,TMP00011030,-7402507
TMP00059935,TMP00011031,-7402507
TMP00059936,TMP00011032,-7402507
TMP00059937,TMP00011033,-7402507
TMP00059938,TMP00011034,-7400155
TMP00059939,TMP00011035,-7400153
TMP00059940,TMP00011036,-7394055
TMP00059942,TMP00011038,-7381331
TMP00059943,TMP00011039,-7381329
TMP00059944,TMP00011040,-7381325
TMP00059945,TMP00011041,-7381322
TMP00059946,TMP00011042,-7381320
TMP00059947,TMP00011043,-7381318
TMP00059948,TMP00011044,-7381316
TMP00059949,TMP00011045,-7381314
TMP00059950,TMP00011046,-7381312
TMP00059951,TMP00011047,-7381310
TMP00059952,TMP00011048,-7381308
TMP00059953,TMP00011049,-7381306
TMP00059954,TMP00011050,-7381304
TMP00059955,TMP00011051,-7381302
TMP00059956,TMP00011052,-7381300
TMP00059957,TMP00011053,-7381298
TMP00059958,TMP00011054,-7381296
TMP00059959,TMP00011055,-7381294
TMP00059960,TMP00011056,-7381292
TMP00059961,TMP00011057,-7381290
TMP00059962,TMP00011058,-7381288
TMP00059963,TMP00011059,-7381286
TMP00059964,TMP00011060,-7381286
TMP00059965,TMP00011061,-7381281
TMP00059966,TMP00011062,-7381279
TMP00059967,TMP00011063,-7381277
TMP00059968,TMP00011064,-7381275
TMP00059969,TMP00011065,-7381273
TMP00059970,TMP00011066,-7381271
TMP00059971,TMP00011067,-7381271
TMP00059972,TMP00011068,-7381266
TMP00059973,TMP00011069,-7381264
TMP00059974,TMP00011070,-7381262
TMP00059975,TMP00011071,-7381260
TMP00059976,TMP00011072,-7777473
TMP00059977,TMP00011073,-7782052
TMP00059978,TMP00011074,-7782054
TMP00059979,TMP00011075,-7782058
TMP00059980,TMP00011076,-7782056
TMP00059981,TMP00011077,-7373646
TMP00059982,TMP00011078,-7373645
TMP00059983,TMP00011079,-7373645
TMP00059984,TMP00011080,-7373645
TMP00059985,TMP00011081,-7373645
TMP00059986,TMP00011082,-7373645
TMP00059987,TMP00011083,-7373632
TMP00059988,TMP00011084,-7373632
TMP00059989,TMP00011085,-7373632
TMP00059990,TMP00011086,-7373632
TMP00059991,TMP00011087,-7373632
TMP00059992,TMP00011088,-7373632
TMP00059993,TMP00011089,-7373534
TMP00059994,TMP00011090,-7370132
TMP00059995,TMP00011091,-7370130
TMP00059996,TMP00011092,-7370134
TMP00059997,TMP00011093,-7370126
TMP00059998,TMP00011094,-7370097
TMP00059999,TMP00011095,-7370117
TMP00060000,TMP00011096,-7370115
TMP00060001,TMP00011097,-7370113
TMP00060002,TMP00011098,-7370111
TMP00060003,TMP00011099,-7370109
TMP00060004,TMP00011100,-7370107
TMP00060005,TMP00011101,-7370101
TMP00060006,TMP00011102,-7370062
TMP00060007,TMP00011103,-7370076
TMP00060008,TMP00011104,-7370080
TMP00060009,TMP00011105,-7370074
TMP00060010,TMP00011106,-7370072
TMP00060011,TMP00011107,-7370078
TMP00060012,TMP00011108,-7370070
TMP00060013,TMP00011109,-7370081
TMP00060014,TMP00011114,-7334465
TMP00060015,TMP00011115,-7330430
TMP00060016,TMP00011116,-7330432
TMP00060017,TMP00011117,-7330427
TMP00060018,TMP00011118,-7330425
TMP00060019,TMP00011119,-7330423
TMP00060020,TMP00011120,-7330421
TMP00060021,TMP00011121,-7782065
TMP00060022,TMP00011122,-7782063
TMP00060023,TMP00011123,-7782068
TMP00060024,TMP00011124,-7782070
TMP00060025,TMP00011125,-7782040
TMP00060026,TMP00011126,-7782044
TMP00060027,TMP00011127,-7782042
TMP00060028,TMP00011128,-7782046
TMP00060029,TMP00011129,-7323183
TMP00060030,TMP00011130,-7323182
TMP00060031,TMP00011131,-7323181
TMP00060032,TMP00011132,-7323179
TMP00060033,TMP00011133,-7323178
TMP00060034,TMP00011134,-7323177
TMP00060035,TMP00011135,-7323175
TMP00060036,TMP00011136,-7323175
TMP00060037,TMP00011137,-7323175
TMP00060038,TMP00011138,-7323175
TMP00060039,TMP00011139,-7323175
TMP00060040,TMP00011140,-7323175
TMP00060041,TMP00011141,-7323175
TMP00060042,TMP00011142,-7323146
TMP00060043,TMP00011143,-7323003
TMP00060044,TMP00011144,-7323002
TMP00060045,TMP00011145,-7323001
TMP00060046,TMP00011146,-7323000
TMP00060047,TMP00011147,-7323000
TMP00060048,TMP00011148,-7323000
TMP00060049,TMP00011149,-7323000
TMP00060050,TMP00011150,-7775665
TMP00060051,TMP00011151,-7775663
TMP00060052,TMP00011152,-7775661
TMP00060053,TMP00011153,-7775659
TMP00060054,TMP00011154,-7319372
TMP00060055,TMP00011155,-7321065
TMP00060056,TMP00011156,-7321059
TMP00060057,TMP00011157,-7321056
TMP00060058,TMP00011158,-7321062
TMP00060059,TMP00011159,-7321068
TMP00060060,TMP00011160,-7321053
TMP00060061,TMP00011161,-7321051
TMP00060062,TMP00011162,-7321024
TMP00060063,TMP00011163,-7320192
TMP00060064,TMP00011164,-7319370
TMP00060065,TMP00011165,-7319369
TMP00060066,TMP00011166,-7783691
TMP00060067,TMP00011167,-7318286
TMP00060068,TMP00011168,-7318284
TMP00060069,TMP00011169,-7318282
TMP00060070,TMP00011170,-7319365
TMP00060071,TMP00011171,-7319363
TMP00060072,TMP00011172,-7319361
TMP00060073,TMP00011173,-7319359
TMP00060074,TMP00011174,-7319358
TMP00060075,TMP00011175,-7319358
TMP00060076,TMP00011176,-7319358
TMP00060077,TMP00011177,-7314936
TMP00060078,TMP00011178,-7314934
TMP00060079,TMP00011179,-7314932
TMP00060080,TMP00011180,-7314930
TMP00060081,TMP00011181,-7314928
TMP00060082,TMP00011182,-7314926
TMP00060083,TMP00011183,-7314924
TMP00060084,TMP00011184,-7314921
TMP00060085,TMP00011185,-7314919
TMP00060086,TMP00011186,-7314917
TMP00060087,TMP00011187,-7314915
TMP00060088,TMP00011188,-7314913
