SOURCE,TARGET,CONNECTIVITYNODE
TMP00012359,TMP00012366,-7783419
TMP00012359,TMP00012368,-7783419
TMP00012359,TMP00012370,-7783419
TMP00012359,TMP00012371,-7783419
TMP00012359,TMP00012374,-7783419
TMP00012360,TMP00012361,-7783419
TMP00012360,TMP00012365,-7783419
TMP00012360,TMP00012366,-7783419
TMP00012360,TMP00012368,-7783419
TMP00012360,TMP00012370,-7783419
TMP00012360,TMP00012371,-7783419
TMP00012360,TMP00012374,-7783419
TMP00012361,TMP00012365,-7783419
TMP00012361,TMP00012366,-7783419
TMP00012361,TMP00012368,-7783419
TMP00012361,TMP00012370,-7783419
TMP00012361,TMP00012371,-7783419
TMP00012361,TMP00012374,-7783419
TMP00012365,TMP00012366,-7783419
TMP00012365,TMP00012368,-7783419
TMP00012365,TMP00012370,-7783419
TMP00012365,TMP00012371,-7783419
TMP00012365,TMP00012374,-7783419
TMP00012366,TMP00012368,-7783419
TMP00012366,TMP00012370,-7783419
TMP00012366,TMP00012371,-7783419
TMP00012366,TMP00012374,-7783419
TMP00012368,TMP00012370,-7783419
TMP00012368,TMP00012371,-7783419
TMP00012368,TMP00012374,-7783419
TMP00012370,TMP00012371,-7783419
TMP00012370,TMP00012374,-7783419
TMP00012371,TMP00012374,-7783419
TMP00036444,TMP00004745,-7783424
TMP00036444,TMP00010757,-7783424
TMP00036444,TMP00010758,-7783424
TMP00004745,TMP00010757,-7783424
TMP00004745,TMP00010758,-7783424
TMP00010757,TMP00010758,-7783424
TMP00036445,TMP00009134,-7783431
TMP00036445,TMP00009135,-7783431
TMP00036445,TMP00009136,-7783431
TMP00036445,TMP00009137,-7783431
TMP00036445,TMP00009138,-7783431
TMP00036445,TMP00009139,-7783431
TMP00009134,TMP00009135,-7783431
TMP00009134,TMP00009136,-7783431
TMP00009134,TMP00009137,-7783431
TMP00009134,TMP00009138,-7783431
TMP00009134,TMP00009139,-7783431
TMP00009135,TMP00009136,-7783431
TMP00009135,TMP00009137,-7783431
TMP00009135,TMP00009138,-7783431
TMP00009135,TMP00009139,-7783431
TMP00009136,TMP00009137,-7783431
TMP00009136,TMP00009138,-7783431
TMP00009136,TMP00009139,-7783431
TMP00009137,TMP00009138,-7783431
TMP00009137,TMP00009139,-7783431
TMP00009138,TMP00009139,-7783431
TMP00036446,TMP00009140,-7783433
TMP00036446,TMP00009141,-7783433
TMP00036446,TMP00009142,-7783433
TMP00036446,TMP00009143,-7783433
TMP00036446,TMP00009144,-7783433
TMP00036446,TMP00009145,-7783433
TMP00009140,TMP00009141,-7783433
TMP00009140,TMP00009142,-7783433
TMP00009140,TMP00009143,-7783433
TMP00009140,TMP00009144,-7783433
TMP00009140,TMP00009145,-7783433
TMP00009141,TMP00009142,-7783433
TMP00009141,TMP00009143,-7783433
TMP00009141,TMP00009144,-7783433
TMP00009141,TMP00009145,-7783433
TMP00009142,TMP00009143,-7783433
TMP00009142,TMP00009144,-7783433
TMP00009142,TMP00009145,-7783433
TMP00009143,TMP00009144,-7783433
TMP00009143,TMP00009145,-7783433
TMP00009144,TMP00009145,-7783433
TMP00036447,TMP00009146,-7783423
TMP00036447,TMP00009147,-7783423
TMP00036447,TMP00009148,-7783423
TMP00036447,TMP00009149,-7783423
TMP00036447,TMP00009150,-7783423
TMP00036447,TMP00009151,-7783423
TMP00009146,TMP00009147,-7783423
TMP00009146,TMP00009148,-7783423
TMP00009146,TMP00009149,-7783423
TMP00009146,TMP00009150,-7783423
TMP00009146,TMP00009151,-7783423
TMP00009147,TMP00009148,-7783423
TMP00009147,TMP00009149,-7783423
TMP00009147,TMP00009150,-7783423
TMP00009147,TMP00009151,-7783423
TMP00009148,TMP00009149,-7783423
TMP00009148,TMP00009150,-7783423
TMP00009148,TMP00009151,-7783423
TMP00009149,TMP00009150,-7783423
TMP00009149,TMP00009151,-7783423
TMP00009150,TMP00009151,-7783423
TMP00036448,TMP00018606,-7783422
TMP00036448,TMP00018607,-7783422
TMP00018606,TMP00018607,-7783422
TMP00036449,TMP00018614,-8479739
TMP00036449,TMP00018613,-8479739
TMP00018614,TMP00018613,-8479739
TMP00036450,TMP00018627,-8479738
TMP00036450,TMP00018629,-8479738
TMP00018627,TMP00018629,-8479738
TMP00036451,TMP00018615,-8479737
TMP00036451,TMP00018616,-8479737
TMP00018615,TMP00018616,-8479737
TMP00036452,TMP00018617,-8479736
TMP00036452,TMP00018628,-8479736
TMP00018617,TMP00018628,-8479736
TMP00036453,TMP00018618,-8479735
TMP00036453,TMP00018617,-8479735
TMP00018618,TMP00018617,-8479735
TMP00036454,TMP00018618,-8479734
TMP00036454,TMP00018619,-8479734
TMP00018618,TMP00018619,-8479734
TMP00036455,TMP00009129,-8479733
TMP00036455,TMP00040296,-8479733
TMP00036455,TMP00040297,-8479733
TMP00036455,TMP00040298,-8479733
TMP00036455,TMP00040299,-8479733
TMP00036455,TMP00040300,-8479733
TMP00036455,TMP00040301,-8479733
TMP00009129,TMP00040296,-8479733
TMP00009129,TMP00040297,-8479733
TMP00009129,TMP00040298,-8479733
TMP00009129,TMP00040299,-8479733
TMP00009129,TMP00040300,-8479733
TMP00009129,TMP00040301,-8479733
TMP00040296,TMP00040297,-8479733
TMP00040296,TMP00040298,-8479733
TMP00040296,TMP00040299,-8479733
TMP00040296,TMP00040300,-8479733
TMP00040296,TMP00040301,-8479733
TMP00040297,TMP00040298,-8479733
TMP00040297,TMP00040299,-8479733
TMP00040297,TMP00040300,-8479733
TMP00040297,TMP00040301,-8479733
TMP00040298,TMP00040299,-8479733
TMP00040298,TMP00040300,-8479733
TMP00040298,TMP00040301,-8479733
TMP00040299,TMP00040300,-8479733
TMP00040299,TMP00040301,-8479733
TMP00040300,TMP00040301,-8479733
TMP00036456,TMP00004711,-8479732
TMP00036456,TMP00004715,-8479732
TMP00036456,TMP00004716,-8479732
TMP00036456,TMP00008927,-8479732
TMP00004711,TMP00004715,-8479732
TMP00004711,TMP00004716,-8479732
TMP00004711,TMP00008927,-8479732
TMP00004715,TMP00004716,-8479732
TMP00004715,TMP00008927,-8479732
TMP00004716,TMP00008927,-8479732
TMP00036457,TMP00004713,-8247014
TMP00036457,TMP00004714,-8247014
TMP00036457,TMP00008928,-8247014
TMP00036457,TMP00004712,-8247014
TMP00004713,TMP00004714,-8247014
TMP00004713,TMP00008928,-8247014
TMP00004713,TMP00004712,-8247014
TMP00004714,TMP00008928,-8247014
TMP00004714,TMP00004712,-8247014
TMP00008928,TMP00004712,-8247014
TMP00036458,TMP00004717,-8479728
TMP00036458,TMP00004723,-8479728
TMP00036458,TMP00004724,-8479728
TMP00036458,TMP00004725,-8479728
TMP00036458,TMP00004726,-8479728
TMP00004717,TMP00004723,-8479728
TMP00004717,TMP00004724,-8479728
TMP00004717,TMP00004725,-8479728
TMP00004717,TMP00004726,-8479728
TMP00004723,TMP00004724,-8479728
TMP00004723,TMP00004725,-8479728
TMP00004723,TMP00004726,-8479728
TMP00004724,TMP00004725,-8479728
TMP00004724,TMP00004726,-8479728
TMP00004725,TMP00004726,-8479728
TMP00036459,TMP00004718,-8247013
TMP00036459,TMP00004719,-8247013
TMP00036459,TMP00004720,-8247013
TMP00036459,TMP00004721,-8247013
TMP00036459,TMP00004722,-8247013
TMP00004718,TMP00004719,-8247013
TMP00004718,TMP00004720,-8247013
TMP00004718,TMP00004721,-8247013
TMP00004718,TMP00004722,-8247013
TMP00004719,TMP00004720,-8247013
TMP00004719,TMP00004721,-8247013
TMP00004719,TMP00004722,-8247013
TMP00004720,TMP00004721,-8247013
TMP00004720,TMP00004722,-8247013
TMP00004721,TMP00004722,-8247013
TMP00036460,TMP00004727,-8479723
TMP00036460,TMP00004737,-8479723
TMP00036460,TMP00004738,-8479723
TMP00036460,TMP00004739,-8479723
TMP00036460,TMP00004740,-8479723
TMP00036460,TMP00004741,-8479723
TMP00036460,TMP00004742,-8479723
TMP00036460,TMP00004743,-8479723
TMP00036460,TMP00004744,-8479723
TMP00004727,TMP00004737,-8479723
TMP00004727,TMP00004738,-8479723
TMP00004727,TMP00004739,-8479723
TMP00004727,TMP00004740,-8479723
TMP00004727,TMP00004741,-8479723
TMP00004727,TMP00004742,-8479723
TMP00004727,TMP00004743,-8479723
TMP00004727,TMP00004744,-8479723
TMP00004737,TMP00004738,-8479723
TMP00004737,TMP00004739,-8479723
TMP00004737,TMP00004740,-8479723
TMP00004737,TMP00004741,-8479723
TMP00004737,TMP00004742,-8479723
TMP00004737,TMP00004743,-8479723
TMP00004737,TMP00004744,-8479723
TMP00004738,TMP00004739,-8479723
TMP00004738,TMP00004740,-8479723
TMP00004738,TMP00004741,-8479723
TMP00004738,TMP00004742,-8479723
TMP00004738,TMP00004743,-8479723
TMP00004738,TMP00004744,-8479723
TMP00004739,TMP00004740,-8479723
TMP00004739,TMP00004741,-8479723
TMP00004739,TMP00004742,-8479723
TMP00004739,TMP00004743,-8479723
TMP00004739,TMP00004744,-8479723
TMP00004740,TMP00004741,-8479723
TMP00004740,TMP00004742,-8479723
TMP00004740,TMP00004743,-8479723
TMP00004740,TMP00004744,-8479723
TMP00004741,TMP00004742,-8479723
TMP00004741,TMP00004743,-8479723
TMP00004741,TMP00004744,-8479723
TMP00004742,TMP00004743,-8479723
TMP00004742,TMP00004744,-8479723
TMP00004743,TMP00004744,-8479723
TMP00036461,TMP00008550,-8247007
TMP00036461,TMP00008551,-8247007
TMP00036461,TMP00008552,-8247007
TMP00036461,TMP00008553,-8247007
TMP00036461,TMP00008554,-8247007
TMP00036461,TMP00008555,-8247007
TMP00036461,TMP00008556,-8247007
TMP00008550,TMP00008551,-8247007
TMP00008550,TMP00008552,-8247007
TMP00008550,TMP00008553,-8247007
TMP00008550,TMP00008554,-8247007
TMP00008550,TMP00008555,-8247007
TMP00008550,TMP00008556,-8247007
TMP00008551,TMP00008552,-8247007
TMP00008551,TMP00008553,-8247007
TMP00008551,TMP00008554,-8247007
TMP00008551,TMP00008555,-8247007
TMP00008551,TMP00008556,-8247007
TMP00008552,TMP00008553,-8247007
TMP00008552,TMP00008554,-8247007
TMP00008552,TMP00008555,-8247007
TMP00008552,TMP00008556,-8247007
TMP00008553,TMP00008554,-8247007
TMP00008553,TMP00008555,-8247007
TMP00008553,TMP00008556,-8247007
TMP00008554,TMP00008555,-8247007
TMP00008554,TMP00008556,-8247007
TMP00008555,TMP00008556,-8247007
TMP00036462,TMP00018624,-8479684
TMP00036462,TMP00018623,-8479684
TMP00018624,TMP00018623,-8479684
TMP00036463,TMP00018624,-8479683
TMP00036463,TMP00018625,-8479683
TMP00018624,TMP00018625,-8479683
TMP00036464,TMP00018615,-8247005
TMP00036464,TMP00018629,-8247005
TMP00018615,TMP00018629,-8247005
TMP00036465,TMP00031190,-8479136
TMP00036465,TMP00018633,-8479136
TMP00031190,TMP00018633,-8479136
TMP00036466,TMP00018724,-7783617
TMP00036466,TMP00018735,-7783617
TMP00018724,TMP00018735,-7783617
TMP00036467,TMP00018726,-7783616
TMP00036467,TMP00018731,-7783616
TMP00018726,TMP00018731,-7783616
TMP00036468,TMP00018725,-7783615
TMP00036469,TMP00009481,-8246657
TMP00036469,TMP00009482,-8246657
TMP00036469,TMP00009483,-8246657
TMP00036469,TMP00009484,-8246657
TMP00036469,TMP00009485,-8246657
TMP00036469,TMP00009486,-8246657
TMP00036469,TMP00009487,-8246657
TMP00009481,TMP00009482,-8246657
TMP00009481,TMP00009483,-8246657
TMP00009481,TMP00009484,-8246657
TMP00009481,TMP00009485,-8246657
TMP00009481,TMP00009486,-8246657
TMP00009481,TMP00009487,-8246657
TMP00009482,TMP00009483,-8246657
TMP00009482,TMP00009484,-8246657
TMP00009482,TMP00009485,-8246657
TMP00009482,TMP00009486,-8246657
TMP00009482,TMP00009487,-8246657
TMP00009483,TMP00009484,-8246657
TMP00009483,TMP00009485,-8246657
TMP00009483,TMP00009486,-8246657
TMP00009483,TMP00009487,-8246657
TMP00009484,TMP00009485,-8246657
TMP00009484,TMP00009486,-8246657
TMP00009484,TMP00009487,-8246657
TMP00009485,TMP00009486,-8246657
TMP00009485,TMP00009487,-8246657
TMP00009486,TMP00009487,-8246657
TMP00036470,TMP00009476,-8246635
TMP00036470,TMP00009470,-8246635
TMP00036470,TMP00009471,-8246635
TMP00036470,TMP00009472,-8246635
TMP00036470,TMP00009473,-8246635
TMP00036470,TMP00009474,-8246635
TMP00036470,TMP00009475,-8246635
TMP00009476,TMP00009470,-8246635
TMP00009476,TMP00009471,-8246635
TMP00009476,TMP00009472,-8246635
TMP00009476,TMP00009473,-8246635
TMP00009476,TMP00009474,-8246635
TMP00009476,TMP00009475,-8246635
TMP00009470,TMP00009471,-8246635
TMP00009470,TMP00009472,-8246635
TMP00009470,TMP00009473,-8246635
TMP00009470,TMP00009474,-8246635
TMP00009470,TMP00009475,-8246635
TMP00009471,TMP00009472,-8246635
TMP00009471,TMP00009473,-8246635
TMP00009471,TMP00009474,-8246635
TMP00009471,TMP00009475,-8246635
TMP00009472,TMP00009473,-8246635
TMP00009472,TMP00009474,-8246635
TMP00009472,TMP00009475,-8246635
TMP00009473,TMP00009474,-8246635
TMP00009473,TMP00009475,-8246635
TMP00009474,TMP00009475,-8246635
TMP00036471,TMP00009477,-8246656
TMP00036471,TMP00009479,-8246656
TMP00036471,TMP00009478,-8246656
TMP00036471,TMP00009480,-8246656
TMP00009477,TMP00009479,-8246656
TMP00009477,TMP00009478,-8246656
TMP00009477,TMP00009480,-8246656
TMP00009479,TMP00009478,-8246656
TMP00009479,TMP00009480,-8246656
TMP00009478,TMP00009480,-8246656
TMP00036472,TMP00004754,-8246508
TMP00036472,TMP00004755,-8246508
TMP00036472,TMP00004756,-8246508
TMP00036472,TMP00004757,-8246508
TMP00036472,TMP00004758,-8246508
TMP00036472,TMP00004759,-8246508
TMP00036472,TMP00009466,-8246508
TMP00004754,TMP00004755,-8246508
TMP00004754,TMP00004756,-8246508
TMP00004754,TMP00004757,-8246508
TMP00004754,TMP00004758,-8246508
TMP00004754,TMP00004759,-8246508
TMP00004754,TMP00009466,-8246508
TMP00004755,TMP00004756,-8246508
TMP00004755,TMP00004757,-8246508
TMP00004755,TMP00004758,-8246508
TMP00004755,TMP00004759,-8246508
TMP00004755,TMP00009466,-8246508
TMP00004756,TMP00004757,-8246508
TMP00004756,TMP00004758,-8246508
TMP00004756,TMP00004759,-8246508
TMP00004756,TMP00009466,-8246508
TMP00004757,TMP00004758,-8246508
TMP00004757,TMP00004759,-8246508
TMP00004757,TMP00009466,-8246508
TMP00004758,TMP00004759,-8246508
TMP00004758,TMP00009466,-8246508
TMP00004759,TMP00009466,-8246508
TMP00036473,TMP00018824,-8228190
TMP00036473,TMP00018825,-8228190
TMP00018824,TMP00018825,-8228190
TMP00036474,TMP00018852,-8228189
TMP00036474,TMP00018844,-8228189
TMP00018852,TMP00018844,-8228189
TMP00036475,TMP00018828,-8228187
TMP00036475,TMP00018845,-8228187
TMP00018828,TMP00018845,-8228187
TMP00036476,TMP00018833,-8228186
TMP00036476,TMP00018828,-8228186
TMP00018833,TMP00018828,-8228186
TMP00036477,TMP00018826,-8228188
TMP00036477,TMP00018827,-8228188
TMP00018826,TMP00018827,-8228188
TMP00036478,TMP00018829,-8228185
TMP00036478,TMP00018833,-8228185
TMP00018829,TMP00018833,-8228185
TMP00036479,TMP00008955,-8228184
TMP00036479,TMP00008956,-8228184
TMP00036479,TMP00008957,-8228184
TMP00036479,TMP00008958,-8228184
TMP00036479,TMP00008959,-8228184
TMP00036479,TMP00008960,-8228184
TMP00036479,TMP00008961,-8228184
TMP00008955,TMP00008956,-8228184
TMP00008955,TMP00008957,-8228184
TMP00008955,TMP00008958,-8228184
TMP00008955,TMP00008959,-8228184
TMP00008955,TMP00008960,-8228184
TMP00008955,TMP00008961,-8228184
TMP00008956,TMP00008957,-8228184
TMP00008956,TMP00008958,-8228184
TMP00008956,TMP00008959,-8228184
TMP00008956,TMP00008960,-8228184
TMP00008956,TMP00008961,-8228184
TMP00008957,TMP00008958,-8228184
TMP00008957,TMP00008959,-8228184
TMP00008957,TMP00008960,-8228184
TMP00008957,TMP00008961,-8228184
TMP00008958,TMP00008959,-8228184
TMP00008958,TMP00008960,-8228184
TMP00008958,TMP00008961,-8228184
TMP00008959,TMP00008960,-8228184
TMP00008959,TMP00008961,-8228184
TMP00008960,TMP00008961,-8228184
TMP00036480,TMP00018808,-8228004
TMP00036480,TMP00026449,-8228004
TMP00018808,TMP00026449,-8228004
TMP00036481,TMP00018811,-8228209
TMP00036481,TMP00018812,-8228209
TMP00018811,TMP00018812,-8228209
TMP00036482,TMP00018813,-8228208
TMP00036482,TMP00018812,-8228208
TMP00018813,TMP00018812,-8228208
TMP00036483,TMP00018814,-8228207
TMP00036483,TMP00018813,-8228207
TMP00018814,TMP00018813,-8228207
TMP00036484,TMP00018815,-8228206
TMP00036484,TMP00018814,-8228206
TMP00018815,TMP00018814,-8228206
TMP00036485,TMP00026446,-7783026
TMP00036485,TMP00018815,-7783026
TMP00026446,TMP00018815,-7783026
TMP00036486,TMP00018816,-7783025
TMP00036486,TMP00026446,-7783025
TMP00018816,TMP00026446,-7783025
TMP00036487,TMP00018817,-7783024
TMP00036487,TMP00018816,-7783024
TMP00018817,TMP00018816,-7783024
TMP00036488,TMP00018818,-7783023
TMP00036488,TMP00018817,-7783023
TMP00018818,TMP00018817,-7783023
TMP00036489,TMP00018819,-7783022
TMP00036489,TMP00018820,-7783022
TMP00018819,TMP00018820,-7783022
TMP00036490,TMP00029968,-7783021
TMP00036490,TMP00018820,-7783021
TMP00029968,TMP00018820,-7783021
TMP00036491,TMP00018821,-7783020
TMP00036491,TMP00029968,-7783020
TMP00018821,TMP00029968,-7783020
TMP00036492,TMP00008964,-8228205
TMP00036492,TMP00008965,-8228205
TMP00036492,TMP00008966,-8228205
TMP00036492,TMP00008967,-8228205
TMP00036492,TMP00008968,-8228205
TMP00036492,TMP00008969,-8228205
TMP00008964,TMP00008965,-8228205
TMP00008964,TMP00008966,-8228205
TMP00008964,TMP00008967,-8228205
TMP00008964,TMP00008968,-8228205
TMP00008964,TMP00008969,-8228205
TMP00008965,TMP00008966,-8228205
TMP00008965,TMP00008967,-8228205
TMP00008965,TMP00008968,-8228205
TMP00008965,TMP00008969,-8228205
TMP00008966,TMP00008967,-8228205
TMP00008966,TMP00008968,-8228205
TMP00008966,TMP00008969,-8228205
TMP00008967,TMP00008968,-8228205
TMP00008967,TMP00008969,-8228205
TMP00008968,TMP00008969,-8228205
TMP00036493,TMP00008951,-8228178
TMP00036493,TMP00008952,-8228178
TMP00036493,TMP00008953,-8228178
TMP00036493,TMP00008954,-8228178
TMP00008951,TMP00008952,-8228178
TMP00008951,TMP00008953,-8228178
TMP00008951,TMP00008954,-8228178
TMP00008952,TMP00008953,-8228178
TMP00008952,TMP00008954,-8228178
TMP00008953,TMP00008954,-8228178
TMP00036494,TMP00008929,-8228134
TMP00036494,TMP00008930,-8228134
TMP00036494,TMP00008931,-8228134
TMP00036494,TMP00008932,-8228134
TMP00036494,TMP00008962,-8228134
TMP00036494,TMP00008963,-8228134
TMP00008929,TMP00008930,-8228134
TMP00008929,TMP00008931,-8228134
TMP00008929,TMP00008932,-8228134
TMP00008929,TMP00008962,-8228134
TMP00008929,TMP00008963,-8228134
TMP00008930,TMP00008931,-8228134
TMP00008930,TMP00008932,-8228134
TMP00008930,TMP00008962,-8228134
TMP00008930,TMP00008963,-8228134
TMP00008931,TMP00008932,-8228134
TMP00008931,TMP00008962,-8228134
TMP00008931,TMP00008963,-8228134
TMP00008932,TMP00008962,-8228134
TMP00008932,TMP00008963,-8228134
TMP00008962,TMP00008963,-8228134
TMP00036495,TMP00018826,-8228006
TMP00036495,TMP00018852,-8228006
TMP00018826,TMP00018852,-8228006
TMP00036497,TMP00018920,-8448500
TMP00036497,TMP00018930,-8448500
TMP00018920,TMP00018930,-8448500
TMP00036498,TMP00018921,-8448499
TMP00036498,TMP00018931,-8448499
TMP00018921,TMP00018931,-8448499
TMP00036500,TMP00018912,-7782332
TMP00036500,TMP00018916,-7782332
TMP00018912,TMP00018916,-7782332
TMP00036501,TMP00018917,-7782331
TMP00036501,TMP00018913,-7782331
TMP00018917,TMP00018913,-7782331
TMP00036502,TMP00018928,-7782386
TMP00036502,TMP00018923,-7782386
TMP00018928,TMP00018923,-7782386
TMP00036503,TMP00004833,-8228003
TMP00036503,TMP00004834,-8228003
TMP00036503,TMP00004835,-8228003
TMP00036503,TMP00004836,-8228003
TMP00036503,TMP00004837,-8228003
TMP00036503,TMP00004838,-8228003
TMP00036503,TMP00004832,-8228003
TMP00036503,TMP00009505,-8228003
TMP00036503,TMP00010895,-8228003
TMP00036503,TMP00010896,-8228003
TMP00004833,TMP00004834,-8228003
TMP00004833,TMP00004835,-8228003
TMP00004833,TMP00004836,-8228003
TMP00004833,TMP00004837,-8228003
TMP00004833,TMP00004838,-8228003
TMP00004833,TMP00004832,-8228003
TMP00004833,TMP00009505,-8228003
TMP00004833,TMP00010895,-8228003
TMP00004833,TMP00010896,-8228003
TMP00004834,TMP00004835,-8228003
TMP00004834,TMP00004836,-8228003
TMP00004834,TMP00004837,-8228003
TMP00004834,TMP00004838,-8228003
TMP00004834,TMP00004832,-8228003
TMP00004834,TMP00009505,-8228003
TMP00004834,TMP00010895,-8228003
TMP00004834,TMP00010896,-8228003
TMP00004835,TMP00004836,-8228003
TMP00004835,TMP00004837,-8228003
TMP00004835,TMP00004838,-8228003
TMP00004835,TMP00004832,-8228003
TMP00004835,TMP00009505,-8228003
TMP00004835,TMP00010895,-8228003
TMP00004835,TMP00010896,-8228003
TMP00004836,TMP00004837,-8228003
TMP00004836,TMP00004838,-8228003
TMP00004836,TMP00004832,-8228003
TMP00004836,TMP00009505,-8228003
TMP00004836,TMP00010895,-8228003
TMP00004836,TMP00010896,-8228003
TMP00004837,TMP00004838,-8228003
TMP00004837,TMP00004832,-8228003
TMP00004837,TMP00009505,-8228003
TMP00004837,TMP00010895,-8228003
TMP00004837,TMP00010896,-8228003
TMP00004838,TMP00004832,-8228003
TMP00004838,TMP00009505,-8228003
TMP00004838,TMP00010895,-8228003
TMP00004838,TMP00010896,-8228003
TMP00004832,TMP00009505,-8228003
TMP00004832,TMP00010895,-8228003
TMP00004832,TMP00010896,-8228003
TMP00009505,TMP00010895,-8228003
TMP00009505,TMP00010896,-8228003
TMP00010895,TMP00010896,-8228003
TMP00036504,TMP00004826,-8228002
TMP00036504,TMP00004827,-8228002
TMP00036504,TMP00004828,-8228002
TMP00036504,TMP00004829,-8228002
TMP00036504,TMP00004830,-8228002
TMP00036504,TMP00004831,-8228002
TMP00036504,TMP00008981,-8228002
TMP00036504,TMP00009506,-8228002
TMP00036504,TMP00010897,-8228002
TMP00036504,TMP00010898,-8228002
TMP00004826,TMP00004827,-8228002
TMP00004826,TMP00004828,-8228002
TMP00004826,TMP00004829,-8228002
TMP00004826,TMP00004830,-8228002
TMP00004826,TMP00004831,-8228002
TMP00004826,TMP00008981,-8228002
TMP00004826,TMP00009506,-8228002
TMP00004826,TMP00010897,-8228002
TMP00004826,TMP00010898,-8228002
TMP00004827,TMP00004828,-8228002
TMP00004827,TMP00004829,-8228002
TMP00004827,TMP00004830,-8228002
TMP00004827,TMP00004831,-8228002
TMP00004827,TMP00008981,-8228002
TMP00004827,TMP00009506,-8228002
TMP00004827,TMP00010897,-8228002
TMP00004827,TMP00010898,-8228002
TMP00004828,TMP00004829,-8228002
TMP00004828,TMP00004830,-8228002
TMP00004828,TMP00004831,-8228002
TMP00004828,TMP00008981,-8228002
TMP00004828,TMP00009506,-8228002
TMP00004828,TMP00010897,-8228002
TMP00004828,TMP00010898,-8228002
TMP00004829,TMP00004830,-8228002
TMP00004829,TMP00004831,-8228002
TMP00004829,TMP00008981,-8228002
TMP00004829,TMP00009506,-8228002
TMP00004829,TMP00010897,-8228002
TMP00004829,TMP00010898,-8228002
TMP00004830,TMP00004831,-8228002
TMP00004830,TMP00008981,-8228002
TMP00004830,TMP00009506,-8228002
TMP00004830,TMP00010897,-8228002
TMP00004830,TMP00010898,-8228002
TMP00004831,TMP00008981,-8228002
TMP00004831,TMP00009506,-8228002
TMP00004831,TMP00010897,-8228002
TMP00004831,TMP00010898,-8228002
TMP00008981,TMP00009506,-8228002
TMP00008981,TMP00010897,-8228002
TMP00008981,TMP00010898,-8228002
TMP00009506,TMP00010897,-8228002
TMP00009506,TMP00010898,-8228002
TMP00010897,TMP00010898,-8228002
TMP00036505,TMP00004839,-8228001
TMP00036505,TMP00004845,-8228001
TMP00036505,TMP00004846,-8228001
TMP00036505,TMP00004847,-8228001
TMP00036505,TMP00004848,-8228001
TMP00036505,TMP00004849,-8228001
TMP00004839,TMP00004845,-8228001
TMP00004839,TMP00004846,-8228001
TMP00004839,TMP00004847,-8228001
TMP00004839,TMP00004848,-8228001
TMP00004839,TMP00004849,-8228001
TMP00004845,TMP00004846,-8228001
TMP00004845,TMP00004847,-8228001
TMP00004845,TMP00004848,-8228001
TMP00004845,TMP00004849,-8228001
TMP00004846,TMP00004847,-8228001
TMP00004846,TMP00004848,-8228001
TMP00004846,TMP00004849,-8228001
TMP00004847,TMP00004848,-8228001
TMP00004847,TMP00004849,-8228001
TMP00004848,TMP00004849,-8228001
TMP00036506,TMP00004840,-8228000
TMP00036506,TMP00004841,-8228000
TMP00036506,TMP00004842,-8228000
TMP00036506,TMP00004843,-8228000
TMP00036506,TMP00004844,-8228000
TMP00036506,TMP00004845,-8228000
TMP00004840,TMP00004841,-8228000
TMP00004840,TMP00004842,-8228000
TMP00004840,TMP00004843,-8228000
TMP00004840,TMP00004844,-8228000
TMP00004840,TMP00004845,-8228000
TMP00004841,TMP00004842,-8228000
TMP00004841,TMP00004843,-8228000
TMP00004841,TMP00004844,-8228000
TMP00004841,TMP00004845,-8228000
TMP00004842,TMP00004843,-8228000
TMP00004842,TMP00004844,-8228000
TMP00004842,TMP00004845,-8228000
TMP00004843,TMP00004844,-8228000
TMP00004843,TMP00004845,-8228000
TMP00004844,TMP00004845,-8228000
TMP00036507,TMP00004850,-8227999
TMP00036507,TMP00004852,-8227999
TMP00036507,TMP00004855,-8227999
TMP00036507,TMP00004856,-8227999
TMP00004850,TMP00004852,-8227999
TMP00004850,TMP00004855,-8227999
TMP00004850,TMP00004856,-8227999
TMP00004852,TMP00004855,-8227999
TMP00004852,TMP00004856,-8227999
TMP00004855,TMP00004856,-8227999
TMP00036508,TMP00004851,-8448404
TMP00036508,TMP00004853,-8448404
TMP00036508,TMP00004854,-8448404
TMP00036508,TMP00004857,-8448404
TMP00004851,TMP00004853,-8448404
TMP00004851,TMP00004854,-8448404
TMP00004851,TMP00004857,-8448404
TMP00004853,TMP00004854,-8448404
TMP00004853,TMP00004857,-8448404
TMP00004854,TMP00004857,-8448404
TMP00036509,TMP00018978,-7782449
TMP00036509,TMP00019024,-7782449
TMP00018978,TMP00019024,-7782449
TMP00036510,TMP00018995,-7782450
TMP00036510,TMP00019022,-7782450
TMP00018995,TMP00019022,-7782450
TMP00036511,TMP00018995,-7782451
TMP00036511,TMP00018992,-7782451
TMP00018995,TMP00018992,-7782451
TMP00036512,TMP00018979,-7782448
TMP00036512,TMP00019021,-7782448
TMP00018979,TMP00019021,-7782448
TMP00036513,TMP00018983,-7782447
TMP00036513,TMP00018986,-7782447
TMP00018983,TMP00018986,-7782447
TMP00036514,TMP00040379,-7782455
TMP00036514,TMP00040380,-7782455
TMP00036514,TMP00040381,-7782455
TMP00036514,TMP00040382,-7782455
TMP00036514,TMP00040383,-7782455
TMP00036514,TMP00040384,-7782455
TMP00040379,TMP00040380,-7782455
TMP00040379,TMP00040381,-7782455
TMP00040379,TMP00040382,-7782455
