SOURCE,TARGET,CONNECTIVITYNODE
TMP00035797,TMP00004659,-7796410
TMP00035797,TMP00004661,-7796410
TMP00035797,TMP00003760,-7796410
TMP00035797,TMP00004660,-7796410
TMP00004659,TMP00004661,-7796410
TMP00004659,TMP00003760,-7796410
TMP00004659,TMP00004660,-7796410
TMP00004661,TMP00003760,-7796410
TMP00004661,TMP00004660,-7796410
TMP00003760,TMP00004660,-7796410
TMP00035798,TMP00018502,-7782272
TMP00035799,TMP00018490,-7782277
TMP00035799,TMP00018491,-7782277
TMP00018490,TMP00018491,-7782277
TMP00035800,TMP00004683,-7796321
TMP00035800,TMP00004684,-7796321
TMP00035800,TMP00004685,-7796321
TMP00035800,TMP00004686,-7796321
TMP00035800,TMP00012222,-7796321
TMP00004683,TMP00004684,-7796321
TMP00004683,TMP00004685,-7796321
TMP00004683,TMP00004686,-7796321
TMP00004683,TMP00012222,-7796321
TMP00004684,TMP00004685,-7796321
TMP00004684,TMP00004686,-7796321
TMP00004684,TMP00012222,-7796321
TMP00004685,TMP00004686,-7796321
TMP00004685,TMP00012222,-7796321
TMP00004686,TMP00012222,-7796321
TMP00035801,TMP00004688,-7796320
TMP00035801,TMP00004689,-7796320
TMP00035801,TMP00004691,-7796320
TMP00035801,TMP00004687,-7796320
TMP00035801,TMP00004690,-7796320
TMP00004688,TMP00004689,-7796320
TMP00004688,TMP00004691,-7796320
TMP00004688,TMP00004687,-7796320
TMP00004688,TMP00004690,-7796320
TMP00004689,TMP00004691,-7796320
TMP00004689,TMP00004687,-7796320
TMP00004689,TMP00004690,-7796320
TMP00004691,TMP00004687,-7796320
TMP00004691,TMP00004690,-7796320
TMP00004687,TMP00004690,-7796320
TMP00035802,TMP00008777,-7783598
TMP00035802,TMP00008778,-7783598
TMP00035802,TMP00008779,-7783598
TMP00035802,TMP00008780,-7783598
TMP00035802,TMP00008781,-7783598
TMP00035802,TMP00008782,-7783598
TMP00035802,TMP00008783,-7783598
TMP00008777,TMP00008778,-7783598
TMP00008777,TMP00008779,-7783598
TMP00008777,TMP00008780,-7783598
TMP00008777,TMP00008781,-7783598
TMP00008777,TMP00008782,-7783598
TMP00008777,TMP00008783,-7783598
TMP00008778,TMP00008779,-7783598
TMP00008778,TMP00008780,-7783598
TMP00008778,TMP00008781,-7783598
TMP00008778,TMP00008782,-7783598
TMP00008778,TMP00008783,-7783598
TMP00008779,TMP00008780,-7783598
TMP00008779,TMP00008781,-7783598
TMP00008779,TMP00008782,-7783598
TMP00008779,TMP00008783,-7783598
TMP00008780,TMP00008781,-7783598
TMP00008780,TMP00008782,-7783598
TMP00008780,TMP00008783,-7783598
TMP00008781,TMP00008782,-7783598
TMP00008781,TMP00008783,-7783598
TMP00008782,TMP00008783,-7783598
TMP00035803,TMP00018492,-7782283
TMP00035803,TMP00018493,-7782283
TMP00018492,TMP00018493,-7782283
TMP00035805,TMP00018491,-7782281
TMP00035805,TMP00018507,-7782281
TMP00018491,TMP00018507,-7782281
TMP00035807,TMP00032035,-7782279
TMP00035807,TMP00018492,-7782279
TMP00032035,TMP00018492,-7782279
TMP00035808,TMP00018501,-7782278
TMP00035808,TMP00018493,-7782278
TMP00018501,TMP00018493,-7782278
TMP00035809,TMP00030318,-7782276
TMP00035809,TMP00018501,-7782276
TMP00030318,TMP00018501,-7782276
TMP00035810,TMP00018494,-7782275
TMP00035810,TMP00018503,-7782275
TMP00018494,TMP00018503,-7782275
TMP00035811,TMP00018503,-7782274
TMP00035811,TMP00018515,-7782274
TMP00018503,TMP00018515,-7782274
TMP00035812,TMP00018506,-7782273
TMP00035812,TMP00018495,-7782273
TMP00018506,TMP00018495,-7782273
TMP00035813,TMP00018496,-7782271
TMP00035813,TMP00018502,-7782271
TMP00018496,TMP00018502,-7782271
TMP00035814,TMP00018508,-7782270
TMP00035814,TMP00018496,-7782270
TMP00018508,TMP00018496,-7782270
TMP00035815,TMP00018497,-7782269
TMP00035815,TMP00018508,-7782269
TMP00018497,TMP00018508,-7782269
TMP00035816,TMP00004656,-7796418
TMP00035816,TMP00015137,-7796418
TMP00035816,TMP00004650,-7796418
TMP00035816,TMP00004651,-7796418
TMP00035816,TMP00004655,-7796418
TMP00004656,TMP00015137,-7796418
TMP00004656,TMP00004650,-7796418
TMP00004656,TMP00004651,-7796418
TMP00004656,TMP00004655,-7796418
TMP00015137,TMP00004650,-7796418
TMP00015137,TMP00004651,-7796418
TMP00015137,TMP00004655,-7796418
TMP00004650,TMP00004651,-7796418
TMP00004650,TMP00004655,-7796418
TMP00004651,TMP00004655,-7796418
TMP00035817,TMP00004652,-7796414
TMP00035817,TMP00004654,-7796414
TMP00035817,TMP00015136,-7796414
TMP00035817,TMP00004653,-7796414
TMP00035817,TMP00012221,-7796414
TMP00004652,TMP00004654,-7796414
TMP00004652,TMP00015136,-7796414
TMP00004652,TMP00004653,-7796414
TMP00004652,TMP00012221,-7796414
TMP00004654,TMP00015136,-7796414
TMP00004654,TMP00004653,-7796414
TMP00004654,TMP00012221,-7796414
TMP00015136,TMP00004653,-7796414
TMP00015136,TMP00012221,-7796414
TMP00004653,TMP00012221,-7796414
TMP00035818,TMP00004658,-7796396
TMP00035818,TMP00004657,-7796396
TMP00035818,TMP00004662,-7796396
TMP00035818,TMP00012215,-7796396
TMP00004658,TMP00004657,-7796396
TMP00004658,TMP00004662,-7796396
TMP00004658,TMP00012215,-7796396
TMP00004657,TMP00004662,-7796396
TMP00004657,TMP00012215,-7796396
TMP00004662,TMP00012215,-7796396
TMP00035819,TMP00004664,-7796405
TMP00035819,TMP00004669,-7796405
TMP00035819,TMP00004663,-7796405
TMP00035819,TMP00012220,-7796405
TMP00004664,TMP00004669,-7796405
TMP00004664,TMP00004663,-7796405
TMP00004664,TMP00012220,-7796405
TMP00004669,TMP00004663,-7796405
TMP00004669,TMP00012220,-7796405
TMP00004663,TMP00012220,-7796405
TMP00035820,TMP00004666,-7796401
TMP00035820,TMP00004668,-7796401
TMP00035820,TMP00004665,-7796401
TMP00035820,TMP00004667,-7796401
TMP00004666,TMP00004668,-7796401
TMP00004666,TMP00004665,-7796401
TMP00004666,TMP00004667,-7796401
TMP00004668,TMP00004665,-7796401
TMP00004668,TMP00004667,-7796401
TMP00004665,TMP00004667,-7796401
TMP00035821,TMP00004670,-8427240
TMP00035821,TMP00004671,-8427240
TMP00035821,TMP00004672,-8427240
TMP00035821,TMP00004673,-8427240
TMP00035821,TMP00004674,-8427240
TMP00035821,TMP00004675,-8427240
TMP00035821,TMP00015139,-8427240
TMP00035821,TMP00015140,-8427240
TMP00035821,TMP00015143,-8427240
TMP00035821,TMP00015147,-8427240
TMP00035821,TMP00015149,-8427240
TMP00035821,TMP00015153,-8427240
TMP00035821,TMP00015154,-8427240
TMP00035821,TMP00015155,-8427240
TMP00035821,TMP00015161,-8427240
TMP00035821,TMP00015163,-8427240
TMP00035821,TMP00015164,-8427240
TMP00035821,TMP00015167,-8427240
TMP00035821,TMP00004676,-8427240
TMP00035821,TMP00009152,-8427240
TMP00035821,TMP00009153,-8427240
TMP00004670,TMP00004671,-8427240
TMP00004670,TMP00004672,-8427240
TMP00004670,TMP00004673,-8427240
TMP00004670,TMP00004674,-8427240
TMP00004670,TMP00004675,-8427240
TMP00004670,TMP00015139,-8427240
TMP00004670,TMP00015140,-8427240
TMP00004670,TMP00015143,-8427240
TMP00004670,TMP00015147,-8427240
TMP00004670,TMP00015149,-8427240
TMP00004670,TMP00015153,-8427240
TMP00004670,TMP00015154,-8427240
TMP00004670,TMP00015155,-8427240
TMP00004670,TMP00015161,-8427240
TMP00004670,TMP00015163,-8427240
TMP00004670,TMP00015164,-8427240
TMP00004670,TMP00015167,-8427240
TMP00004670,TMP00004676,-8427240
TMP00004670,TMP00009152,-8427240
TMP00004670,TMP00009153,-8427240
TMP00004671,TMP00004672,-8427240
TMP00004671,TMP00004673,-8427240
TMP00004671,TMP00004674,-8427240
TMP00004671,TMP00004675,-8427240
TMP00004671,TMP00015139,-8427240
TMP00004671,TMP00015140,-8427240
TMP00004671,TMP00015143,-8427240
TMP00004671,TMP00015147,-8427240
TMP00004671,TMP00015149,-8427240
TMP00004671,TMP00015153,-8427240
TMP00004671,TMP00015154,-8427240
TMP00004671,TMP00015155,-8427240
TMP00004671,TMP00015161,-8427240
TMP00004671,TMP00015163,-8427240
TMP00004671,TMP00015164,-8427240
TMP00004671,TMP00015167,-8427240
TMP00004671,TMP00004676,-8427240
TMP00004671,TMP00009152,-8427240
TMP00004671,TMP00009153,-8427240
TMP00004672,TMP00004673,-8427240
TMP00004672,TMP00004674,-8427240
TMP00004672,TMP00004675,-8427240
TMP00004672,TMP00015139,-8427240
TMP00004672,TMP00015140,-8427240
TMP00004672,TMP00015143,-8427240
TMP00004672,TMP00015147,-8427240
TMP00004672,TMP00015149,-8427240
TMP00004672,TMP00015153,-8427240
TMP00004672,TMP00015154,-8427240
TMP00004672,TMP00015155,-8427240
TMP00004672,TMP00015161,-8427240
TMP00004672,TMP00015163,-8427240
TMP00004672,TMP00015164,-8427240
TMP00004672,TMP00015167,-8427240
TMP00004672,TMP00004676,-8427240
TMP00004672,TMP00009152,-8427240
TMP00004672,TMP00009153,-8427240
TMP00004673,TMP00004674,-8427240
TMP00004673,TMP00004675,-8427240
TMP00004673,TMP00015139,-8427240
TMP00004673,TMP00015140,-8427240
TMP00004673,TMP00015143,-8427240
TMP00004673,TMP00015147,-8427240
TMP00004673,TMP00015149,-8427240
TMP00004673,TMP00015153,-8427240
TMP00004673,TMP00015154,-8427240
TMP00004673,TMP00015155,-8427240
TMP00004673,TMP00015161,-8427240
TMP00004673,TMP00015163,-8427240
TMP00004673,TMP00015164,-8427240
TMP00004673,TMP00015167,-8427240
TMP00004673,TMP00004676,-8427240
TMP00004673,TMP00009152,-8427240
TMP00004673,TMP00009153,-8427240
TMP00004674,TMP00004675,-8427240
TMP00004674,TMP00015139,-8427240
TMP00004674,TMP00015140,-8427240
TMP00004674,TMP00015143,-8427240
TMP00004674,TMP00015147,-8427240
TMP00004674,TMP00015149,-8427240
TMP00004674,TMP00015153,-8427240
TMP00004674,TMP00015154,-8427240
TMP00004674,TMP00015155,-8427240
TMP00004674,TMP00015161,-8427240
TMP00004674,TMP00015163,-8427240
TMP00004674,TMP00015164,-8427240
TMP00004674,TMP00015167,-8427240
TMP00004674,TMP00004676,-8427240
TMP00004674,TMP00009152,-8427240
TMP00004674,TMP00009153,-8427240
TMP00004675,TMP00015139,-8427240
TMP00004675,TMP00015140,-8427240
TMP00004675,TMP00015143,-8427240
TMP00004675,TMP00015147,-8427240
TMP00004675,TMP00015149,-8427240
TMP00004675,TMP00015153,-8427240
TMP00004675,TMP00015154,-8427240
TMP00004675,TMP00015155,-8427240
TMP00004675,TMP00015161,-8427240
TMP00004675,TMP00015163,-8427240
TMP00004675,TMP00015164,-8427240
TMP00004675,TMP00015167,-8427240
TMP00004675,TMP00004676,-8427240
TMP00004675,TMP00009152,-8427240
TMP00004675,TMP00009153,-8427240
TMP00015139,TMP00015140,-8427240
TMP00015139,TMP00015143,-8427240
TMP00015139,TMP00015147,-8427240
TMP00015139,TMP00015149,-8427240
TMP00015139,TMP00015153,-8427240
TMP00015139,TMP00015154,-8427240
TMP00015139,TMP00015155,-8427240
TMP00015139,TMP00015161,-8427240
TMP00015139,TMP00015163,-8427240
TMP00015139,TMP00015164,-8427240
TMP00015139,TMP00015167,-8427240
TMP00015139,TMP00004676,-8427240
TMP00015139,TMP00009152,-8427240
TMP00015139,TMP00009153,-8427240
TMP00015140,TMP00015143,-8427240
TMP00015140,TMP00015147,-8427240
TMP00015140,TMP00015149,-8427240
TMP00015140,TMP00015153,-8427240
TMP00015140,TMP00015154,-8427240
TMP00015140,TMP00015155,-8427240
TMP00015140,TMP00015161,-8427240
TMP00015140,TMP00015163,-8427240
TMP00015140,TMP00015164,-8427240
TMP00015140,TMP00015167,-8427240
TMP00015140,TMP00004676,-8427240
TMP00015140,TMP00009152,-8427240
TMP00015140,TMP00009153,-8427240
TMP00015143,TMP00015147,-8427240
TMP00015143,TMP00015149,-8427240
TMP00015143,TMP00015153,-8427240
TMP00015143,TMP00015154,-8427240
TMP00015143,TMP00015155,-8427240
TMP00015143,TMP00015161,-8427240
TMP00015143,TMP00015163,-8427240
TMP00015143,TMP00015164,-8427240
TMP00015143,TMP00015167,-8427240
TMP00015143,TMP00004676,-8427240
TMP00015143,TMP00009152,-8427240
TMP00015143,TMP00009153,-8427240
TMP00015147,TMP00015149,-8427240
TMP00015147,TMP00015153,-8427240
TMP00015147,TMP00015154,-8427240
TMP00015147,TMP00015155,-8427240
TMP00015147,TMP00015161,-8427240
TMP00015147,TMP00015163,-8427240
TMP00015147,TMP00015164,-8427240
TMP00015147,TMP00015167,-8427240
TMP00015147,TMP00004676,-8427240
TMP00015147,TMP00009152,-8427240
TMP00015147,TMP00009153,-8427240
TMP00015149,TMP00015153,-8427240
TMP00015149,TMP00015154,-8427240
TMP00015149,TMP00015155,-8427240
TMP00015149,TMP00015161,-8427240
TMP00015149,TMP00015163,-8427240
TMP00015149,TMP00015164,-8427240
TMP00015149,TMP00015167,-8427240
TMP00015149,TMP00004676,-8427240
TMP00015149,TMP00009152,-8427240
TMP00015149,TMP00009153,-8427240
TMP00015153,TMP00015154,-8427240
TMP00015153,TMP00015155,-8427240
TMP00015153,TMP00015161,-8427240
TMP00015153,TMP00015163,-8427240
TMP00015153,TMP00015164,-8427240
TMP00015153,TMP00015167,-8427240
TMP00015153,TMP00004676,-8427240
TMP00015153,TMP00009152,-8427240
TMP00015153,TMP00009153,-8427240
TMP00015154,TMP00015155,-8427240
TMP00015154,TMP00015161,-8427240
TMP00015154,TMP00015163,-8427240
TMP00015154,TMP00015164,-8427240
TMP00015154,TMP00015167,-8427240
TMP00015154,TMP00004676,-8427240
TMP00015154,TMP00009152,-8427240
TMP00015154,TMP00009153,-8427240
TMP00015155,TMP00015161,-8427240
TMP00015155,TMP00015163,-8427240
TMP00015155,TMP00015164,-8427240
TMP00015155,TMP00015167,-8427240
TMP00015155,TMP00004676,-8427240
TMP00015155,TMP00009152,-8427240
TMP00015155,TMP00009153,-8427240
TMP00015161,TMP00015163,-8427240
TMP00015161,TMP00015164,-8427240
TMP00015161,TMP00015167,-8427240
TMP00015161,TMP00004676,-8427240
TMP00015161,TMP00009152,-8427240
TMP00015161,TMP00009153,-8427240
TMP00015163,TMP00015164,-8427240
TMP00015163,TMP00015167,-8427240
TMP00015163,TMP00004676,-8427240
TMP00015163,TMP00009152,-8427240
TMP00015163,TMP00009153,-8427240
TMP00015164,TMP00015167,-8427240
TMP00015164,TMP00004676,-8427240
TMP00015164,TMP00009152,-8427240
TMP00015164,TMP00009153,-8427240
TMP00015167,TMP00004676,-8427240
TMP00015167,TMP00009152,-8427240
TMP00015167,TMP00009153,-8427240
TMP00004676,TMP00009152,-8427240
TMP00004676,TMP00009153,-8427240
TMP00009152,TMP00009153,-8427240
TMP00035822,TMP00004677,-8427239
TMP00035822,TMP00004678,-8427239
TMP00035822,TMP00004679,-8427239
TMP00035822,TMP00004680,-8427239
TMP00035822,TMP00004681,-8427239
TMP00035822,TMP00004682,-8427239
TMP00035822,TMP00015144,-8427239
TMP00035822,TMP00015150,-8427239
TMP00035822,TMP00015157,-8427239
TMP00035822,TMP00015158,-8427239
TMP00035822,TMP00015160,-8427239
TMP00035822,TMP00015168,-8427239
TMP00035822,TMP00015171,-8427239
TMP00035822,TMP00015172,-8427239
TMP00035822,TMP00015174,-8427239
TMP00035822,TMP00015175,-8427239
TMP00035822,TMP00015176,-8427239
TMP00035822,TMP00015178,-8427239
TMP00035822,TMP00009154,-8427239
TMP00035822,TMP00010184,-8427239
TMP00035822,TMP00010185,-8427239
TMP00035822,TMP00010186,-8427239
TMP00035822,TMP00010187,-8427239
TMP00035822,TMP00010188,-8427239
TMP00004677,TMP00004678,-8427239
TMP00004677,TMP00004679,-8427239
TMP00004677,TMP00004680,-8427239
TMP00004677,TMP00004681,-8427239
TMP00004677,TMP00004682,-8427239
TMP00004677,TMP00015144,-8427239
TMP00004677,TMP00015150,-8427239
TMP00004677,TMP00015157,-8427239
TMP00004677,TMP00015158,-8427239
TMP00004677,TMP00015160,-8427239
TMP00004677,TMP00015168,-8427239
TMP00004677,TMP00015171,-8427239
TMP00004677,TMP00015172,-8427239
TMP00004677,TMP00015174,-8427239
TMP00004677,TMP00015175,-8427239
TMP00004677,TMP00015176,-8427239
TMP00004677,TMP00015178,-8427239
TMP00004677,TMP00009154,-8427239
TMP00004677,TMP00010184,-8427239
TMP00004677,TMP00010185,-8427239
TMP00004677,TMP00010186,-8427239
TMP00004677,TMP00010187,-8427239
TMP00004677,TMP00010188,-8427239
TMP00004678,TMP00004679,-8427239
TMP00004678,TMP00004680,-8427239
TMP00004678,TMP00004681,-8427239
TMP00004678,TMP00004682,-8427239
TMP00004678,TMP00015144,-8427239
TMP00004678,TMP00015150,-8427239
TMP00004678,TMP00015157,-8427239
TMP00004678,TMP00015158,-8427239
TMP00004678,TMP00015160,-8427239
TMP00004678,TMP00015168,-8427239
TMP00004678,TMP00015171,-8427239
TMP00004678,TMP00015172,-8427239
TMP00004678,TMP00015174,-8427239
TMP00004678,TMP00015175,-8427239
TMP00004678,TMP00015176,-8427239
TMP00004678,TMP00015178,-8427239
TMP00004678,TMP00009154,-8427239
TMP00004678,TMP00010184,-8427239
TMP00004678,TMP00010185,-8427239
TMP00004678,TMP00010186,-8427239
TMP00004678,TMP00010187,-8427239
TMP00004678,TMP00010188,-8427239
TMP00004679,TMP00004680,-8427239
TMP00004679,TMP00004681,-8427239
TMP00004679,TMP00004682,-8427239
TMP00004679,TMP00015144,-8427239
TMP00004679,TMP00015150,-8427239
TMP00004679,TMP00015157,-8427239
TMP00004679,TMP00015158,-8427239
TMP00004679,TMP00015160,-8427239
TMP00004679,TMP00015168,-8427239
TMP00004679,TMP00015171,-8427239
TMP00004679,TMP00015172,-8427239
TMP00004679,TMP00015174,-8427239
TMP00004679,TMP00015175,-8427239
TMP00004679,TMP00015176,-8427239
TMP00004679,TMP00015178,-8427239
TMP00004679,TMP00009154,-8427239
TMP00004679,TMP00010184,-8427239
TMP00004679,TMP00010185,-8427239
TMP00004679,TMP00010186,-8427239
TMP00004679,TMP00010187,-8427239
TMP00004679,TMP00010188,-8427239
TMP00004680,TMP00004681,-8427239
TMP00004680,TMP00004682,-8427239
TMP00004680,TMP00015144,-8427239
TMP00004680,TMP00015150,-8427239
TMP00004680,TMP00015157,-8427239
TMP00004680,TMP00015158,-8427239
TMP00004680,TMP00015160,-8427239
TMP00004680,TMP00015168,-8427239
TMP00004680,TMP00015171,-8427239
TMP00004680,TMP00015172,-8427239
TMP00004680,TMP00015174,-8427239
TMP00004680,TMP00015175,-8427239
TMP00004680,TMP00015176,-8427239
TMP00004680,TMP00015178,-8427239
TMP00004680,TMP00009154,-8427239
TMP00004680,TMP00010184,-8427239
TMP00004680,TMP00010185,-8427239
TMP00004680,TMP00010186,-8427239
TMP00004680,TMP00010187,-8427239
TMP00004680,TMP00010188,-8427239
TMP00004681,TMP00004682,-8427239
TMP00004681,TMP00015144,-8427239
TMP00004681,TMP00015150,-8427239
TMP00004681,TMP00015157,-8427239
TMP00004681,TMP00015158,-8427239
TMP00004681,TMP00015160,-8427239
TMP00004681,TMP00015168,-8427239
TMP00004681,TMP00015171,-8427239
TMP00004681,TMP00015172,-8427239
TMP00004681,TMP00015174,-8427239
TMP00004681,TMP00015175,-8427239
TMP00004681,TMP00015176,-8427239
TMP00004681,TMP00015178,-8427239
TMP00004681,TMP00009154,-8427239
TMP00004681,TMP00010184,-8427239
TMP00004681,TMP00010185,-8427239
TMP00004681,TMP00010186,-8427239
TMP00004681,TMP00010187,-8427239
TMP00004681,TMP00010188,-8427239
TMP00004682,TMP00015144,-8427239
TMP00004682,TMP00015150,-8427239
TMP00004682,TMP00015157,-8427239
TMP00004682,TMP00015158,-8427239
TMP00004682,TMP00015160,-8427239
TMP00004682,TMP00015168,-8427239
TMP00004682,TMP00015171,-8427239
TMP00004682,TMP00015172,-8427239
TMP00004682,TMP00015174,-8427239
TMP00004682,TMP00015175,-8427239
TMP00004682,TMP00015176,-8427239
TMP00004682,TMP00015178,-8427239
TMP00004682,TMP00009154,-8427239
TMP00004682,TMP00010184,-8427239
TMP00004682,TMP00010185,-8427239
TMP00004682,TMP00010186,-8427239
TMP00004682,TMP00010187,-8427239
TMP00004682,TMP00010188,-8427239
TMP00015144,TMP00015150,-8427239
TMP00015144,TMP00015157,-8427239
TMP00015144,TMP00015158,-8427239
TMP00015144,TMP00015160,-8427239
TMP00015144,TMP00015168,-8427239
TMP00015144,TMP00015171,-8427239
TMP00015144,TMP00015172,-8427239
TMP00015144,TMP00015174,-8427239
TMP00015144,TMP00015175,-8427239
TMP00015144,TMP00015176,-8427239
TMP00015144,TMP00015178,-8427239
TMP00015144,TMP00009154,-8427239
TMP00015144,TMP00010184,-8427239
TMP00015144,TMP00010185,-8427239
TMP00015144,TMP00010186,-8427239
TMP00015144,TMP00010187,-8427239
TMP00015144,TMP00010188,-8427239
TMP00015150,TMP00015157,-8427239
TMP00015150,TMP00015158,-8427239
TMP00015150,TMP00015160,-8427239
TMP00015150,TMP00015168,-8427239
TMP00015150,TMP00015171,-8427239
TMP00015150,TMP00015172,-8427239
TMP00015150,TMP00015174,-8427239
TMP00015150,TMP00015175,-8427239
TMP00015150,TMP00015176,-8427239
TMP00015150,TMP00015178,-8427239
TMP00015150,TMP00009154,-8427239
TMP00015150,TMP00010184,-8427239
TMP00015150,TMP00010185,-8427239
TMP00015150,TMP00010186,-8427239
TMP00015150,TMP00010187,-8427239
TMP00015150,TMP00010188,-8427239
TMP00015157,TMP00015158,-8427239
TMP00015157,TMP00015160,-8427239
TMP00015157,TMP00015168,-8427239
TMP00015157,TMP00015171,-8427239
TMP00015157,TMP00015172,-8427239
TMP00015157,TMP00015174,-8427239
TMP00015157,TMP00015175,-8427239
TMP00015157,TMP00015176,-8427239
TMP00015157,TMP00015178,-8427239
TMP00015157,TMP00009154,-8427239
TMP00015157,TMP00010184,-8427239
TMP00015157,TMP00010185,-8427239
TMP00015157,TMP00010186,-8427239
TMP00015157,TMP00010187,-8427239
TMP00015157,TMP00010188,-8427239
TMP00015158,TMP00015160,-8427239
TMP00015158,TMP00015168,-8427239
TMP00015158,TMP00015171,-8427239
TMP00015158,TMP00015172,-8427239
TMP00015158,TMP00015174,-8427239
TMP00015158,TMP00015175,-8427239
TMP00015158,TMP00015176,-8427239
TMP00015158,TMP00015178,-8427239
TMP00015158,TMP00009154,-8427239
TMP00015158,TMP00010184,-8427239
TMP00015158,TMP00010185,-8427239
TMP00015158,TMP00010186,-8427239
TMP00015158,TMP00010187,-8427239
TMP00015158,TMP00010188,-8427239
TMP00015160,TMP00015168,-8427239
TMP00015160,TMP00015171,-8427239
TMP00015160,TMP00015172,-8427239
TMP00015160,TMP00015174,-8427239
TMP00015160,TMP00015175,-8427239
TMP00015160,TMP00015176,-8427239
TMP00015160,TMP00015178,-8427239
TMP00015160,TMP00009154,-8427239
TMP00015160,TMP00010184,-8427239
TMP00015160,TMP00010185,-8427239
TMP00015160,TMP00010186,-8427239
TMP00015160,TMP00010187,-8427239
TMP00015160,TMP00010188,-8427239
TMP00015168,TMP00015171,-8427239
TMP00015168,TMP00015172,-8427239
TMP00015168,TMP00015174,-8427239
TMP00015168,TMP00015175,-8427239
TMP00015168,TMP00015176,-8427239
TMP00015168,TMP00015178,-8427239
TMP00015168,TMP00009154,-8427239
TMP00015168,TMP00010184,-8427239
TMP00015168,TMP00010185,-8427239
TMP00015168,TMP00010186,-8427239
TMP00015168,TMP00010187,-8427239
TMP00015168,TMP00010188,-8427239
TMP00015171,TMP00015172,-8427239
TMP00015171,TMP00015174,-8427239
TMP00015171,TMP00015175,-8427239
TMP00015171,TMP00015176,-8427239
TMP00015171,TMP00015178,-8427239
TMP00015171,TMP00009154,-8427239
TMP00015171,TMP00010184,-8427239
TMP00015171,TMP00010185,-8427239
TMP00015171,TMP00010186,-8427239
TMP00015171,TMP00010187,-8427239
TMP00015171,TMP00010188,-8427239
TMP00015172,TMP00015174,-8427239
TMP00015172,TMP00015175,-8427239
TMP00015172,TMP00015176,-8427239
TMP00015172,TMP00015178,-8427239
TMP00015172,TMP00009154,-8427239
TMP00015172,TMP00010184,-8427239
TMP00015172,TMP00010185,-8427239
TMP00015172,TMP00010186,-8427239
TMP00015172,TMP00010187,-8427239
TMP00015172,TMP00010188,-8427239
TMP00015174,TMP00015175,-8427239
TMP00015174,TMP00015176,-8427239
TMP00015174,TMP00015178,-8427239
TMP00015174,TMP00009154,-8427239
TMP00015174,TMP00010184,-8427239
TMP00015174,TMP00010185,-8427239
TMP00015174,TMP00010186,-8427239
TMP00015174,TMP00010187,-8427239
TMP00015174,TMP00010188,-8427239
TMP00015175,TMP00015176,-8427239
TMP00015175,TMP00015178,-8427239
TMP00015175,TMP00009154,-8427239
TMP00015175,TMP00010184,-8427239
TMP00015175,TMP00010185,-8427239
TMP00015175,TMP00010186,-8427239
TMP00015175,TMP00010187,-8427239
TMP00015175,TMP00010188,-8427239
TMP00015176,TMP00015178,-8427239
TMP00015176,TMP00009154,-8427239
TMP00015176,TMP00010184,-8427239
TMP00015176,TMP00010185,-8427239
TMP00015176,TMP00010186,-8427239
TMP00015176,TMP00010187,-8427239
TMP00015176,TMP00010188,-8427239
TMP00015178,TMP00009154,-8427239
TMP00015178,TMP00010184,-8427239
TMP00015178,TMP00010185,-8427239
TMP00015178,TMP00010186,-8427239
TMP00015178,TMP00010187,-8427239
TMP00015178,TMP00010188,-8427239
TMP00009154,TMP00010184,-8427239
TMP00009154,TMP00010185,-8427239
TMP00009154,TMP00010186,-8427239
TMP00009154,TMP00010187,-8427239
TMP00009154,TMP00010188,-8427239
TMP00010184,TMP00010185,-8427239
TMP00010184,TMP00010186,-8427239
TMP00010184,TMP00010187,-8427239
TMP00010184,TMP00010188,-8427239
TMP00010185,TMP00010186,-8427239
TMP00010185,TMP00010187,-8427239
TMP00010185,TMP00010188,-8427239
TMP00010186,TMP00010187,-8427239
TMP00010186,TMP00010188,-8427239
TMP00010187,TMP00010188,-8427239
TMP00035824,TMP00004614,-8427250
TMP00035824,TMP00004615,-8427250
TMP00035824,TMP00004616,-8427250
TMP00035824,TMP00004618,-8427250
TMP00035824,TMP00012219,-8427250
TMP00004614,TMP00004615,-8427250
TMP00004614,TMP00004616,-8427250
TMP00004614,TMP00004618,-8427250
TMP00004614,TMP00012219,-8427250
TMP00004615,TMP00004616,-8427250
TMP00004615,TMP00004618,-8427250
TMP00004615,TMP00012219,-8427250
TMP00004616,TMP00004618,-8427250
TMP00004616,TMP00012219,-8427250
TMP00004618,TMP00012219,-8427250
TMP00035825,TMP00004617,-8427249
TMP00035825,TMP00004619,-8427249
TMP00035825,TMP00004621,-8427249
TMP00035825,TMP00004622,-8427249
TMP00035825,TMP00004620,-8427249
TMP00004617,TMP00004619,-8427249
TMP00004617,TMP00004621,-8427249
TMP00004617,TMP00004622,-8427249
TMP00004617,TMP00004620,-8427249
TMP00004619,TMP00004621,-8427249
TMP00004619,TMP00004622,-8427249
TMP00004619,TMP00004620,-8427249
TMP00004621,TMP00004622,-8427249
TMP00004621,TMP00004620,-8427249
TMP00004622,TMP00004620,-8427249
TMP00035826,TMP00004598,-8427248
TMP00035826,TMP00004599,-8427248
TMP00035826,TMP00004600,-8427248
TMP00035826,TMP00004601,-8427248
TMP00035826,TMP00004602,-8427248
TMP00035826,TMP00004603,-8427248
TMP00035826,TMP00004604,-8427248
TMP00035826,TMP00013206,-8427248
TMP00035826,TMP00015138,-8427248
